,"Object_Type","Combat_Role","Mass","Moment_Of_Inertia","Maneuver_Yaw","Maneuver_Pitch","Maneuver_Roll","Yaw_Governor","Pitch_Governor","Roll_Governor","Afterburner_Accel","Forward_Accel","Retro_Accel","Left_Accel","Right_Accel","Top_Accel","Bottom_Accel","Default_Speed_Governor","Afterburner_Speed_Governor","Afterburner_Type","Afterburner_Usage_Cost","Fuel_Capacity","Hull","Armor_Front_Top_Right","Armor_Front_Top_Left","Armor_Front_Bottom_Right","Armor_Front_Bottom_Left","Armor_Back_Top_Right","Armor_Back_Top_Left","Armor_Back_Bottom_Right","Armor_Back_Bottom_Left","Shield_Front_Top_Right","Shield_Back_Top_Left","Shield_Front_Bottom_Right","Shield_Front_Bottom_Left","Shield_Back_Top_Right","Shield_Front_Top_Left","Shield_Back_Bottom_Right","Shield_Back_Bottom_Left","Shield_Recharge","Shield_Leak","Shield_Efficiency","Reactor_Recharge","Primary_Capacitor","Warp_Capacitor","Jump_Drive_Present","Jump_Drive_Delay","Outsystem_Jump_Cost","Warp_Usage_Cost","Spec_Interdiction","ITTS","Radar_Color","Radar_Range","Tracking_Cone","Max_Cone","Lock_Cone","ECM_Rating","ECM_Resist","Ecm_Drain","Can_Cloak","Cloak_Min","Cloak_Rate","Cloak_Energy","Cloak_Glass","Repair_Droid","Activation_Accel","Activation_Speed","Hold_Volume","Upgrade_Storage_Volume","Upgrades","Prohibited_Upgrades","Sub_Units","Mounts","Dock","Cargo_Import","Cargo","Collide_Subunits","Tractorability"
"Hyena__pirates","Vessel","SCAVENGER",144,144,11384,12158.6,11384,70,80,80,7000,6500,1000,1000,1000,1000,1000,220,250,1,4,3.77,112,44,44,44,44,44,44,44,44,180,120,120,120,,,,,23.5,0,,50,300,100,"TRUE",,300,30,,"FALSE","TRUE",300000000,5,180,10,0,0,0,,,,,,,,,45,325,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{Crippler;;;Light Special;-12.6;-16.5;4;;;;;;;;;1;1}{Crippler;;;Light Special;12.6;-16.5;4;;;;;;;;;1;1}{LeechGun;;;Light;-12.5;-1.5;-1;;;;;;;;;1;1}{LeechGun;;;Light;12.5;-1.5;-1;;;;;;;;;1;1}{Tractor;1;16;Special;0;-.23;4;;;;;;;;;1;1}",,,,,"pPiI"
"Hyena__pirates.blank","Vessel","SCAVENGER",144,144,5000,5000,5000,70,75,80,7000,6500,1000,1000,1000,1000,1000,220,250,1,4,3.5,112,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,300,120,,"FALSE","FALSE",0,0,0,0,0,0,0,,,,,,0,,,90,325,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;Light Medium;-12.6;-16.5;4;;;;;;;;;1;1}{;;;Light Medium;12.6;-16.5;4;;;;;;;;;1;1}{;;;Light;-12.5;-1.5;-1;;;;;;;;;1;1}{;;;Light;12.5;-1.5;-1;;;;;;;;;1;1}{;1;16;Special light-missile;0;-.23;4;;;;;;;;;1;1}",,,,,"pPiI"
"Plowshare__pirates","Vessel","SCAVENGER",800,800,2000,2000,2000,40,45,50,20000,15000,10000,4000,4000,4000,4000,120,150,1,4,44.17,700,150,150,150,150,162.5,162.5,162.5,162.5,440,440,,,,,,,20,0,,100,380,620,"TRUE",,300,160,,"FALSE","FALSE",300000000,5,180,10,0,0,0,,,,,,,,,4000,600,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{Tractor;;;special;11.5;-2.5;24;;;;;;;;;1;1}{Tractor;;;special;-11.5;-2.5;24;;;;;;;;;1;1}{Crippler;;;Light Medium;11.5;-4.5;23;;;;;;;;;1;1}{Crippler;;;Light Medium;-11.5;-4.5;23;;;;;;;;;1;1}{HeatSeeker;8;24;light-missile medium-missile;-5.3;7;12;;;;;;;;;1;1}{HeatSeeker;8;24;light-missile medium-missile;5.3;7;12;;;;;;;;;1;1}",,"{Natural_Products/Renewable_Resources;.8;.2;;5}{Raw_Materials/Hydrocarbons;.8;.2;;2}{Specialty_Goods/Entertainment;1;.1;;1}",,,"pPiI"
"Plowshare__pirates.blank","Vessel","SCAVENGER",800,800,5000,5000,5000,40,45,45,20000,15000,10000,4000,4000,4000,4000,65,65,1,4,40,700,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,300,120,,"FALSE","FALSE",0,0,0,0,0,0,0,,,,,0,0,,,2500,600,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{;;;special;11.5;-2.5;24;;;;;;;;;1;1}{;;;special;-11.5;-2.5;24;;;;;;;;;1;1}{;;;Light Medium;11.5;-4.5;23;;;;;;;;;1;1}{;;;Light Medium;-11.5;-4.5;23;;;;;;;;;1;1}{;8;24;light-missile medium-missile;-5.3;7;12;;;;;;;;;1;1}{;8;24;light-missile medium-missile;5.3;7;12;;;;;;;;;1;1}",,,,,"pPiI"
"Thales__pirates","Vessel","SCAVENGER",88000,88000,300000,300000,300000,8,10,8,2000000,1800000,1000000,500000,500000,500000,500000,85,100,1,4,16000,2500,250,250,500,500,350,350,600,600,10000,10000,10000,10000,,,,,50,0,,300,11000,1000,"TRUE",,900,250,,"FALSE","TRUE",1000000000,10,180,60,0,0,0,,,,,,,,,5000,600,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1","{turret_120;0.80;0.12;-0.08;1;0;0;0;1;0;75}{turret_120;0.80;0.08;-0.08;1;0;0;0;-1;0;75}{turret_120;-0.80;0.12;-0.08;-1;0;0;0;1;0;75}{turret_120;-0.80;0.08;-0.08;-1;0;0;0;-1;0;75}{turret_120;0.68;0.085;1.875;0;0;1;1;0;0;160}{turret_120;-0.68;0.085;1.875;0;0;1;-1;0;0;160}{turretflak;1.72;-.11;-1.375;.966;-0.25;0;0.25;0.966;0;160}{turretflak;1.72;-.14;-1.375;0.966;-.25;0;-0.25;-0.966;0;160}{turretflak;-1.72;-.11;-1.375;-.966;-0.25;0;-0.25;0.966;0;160}{turretflak;-1.72;-.14;-1.375;-0.966;-.25;0;0.25;-0.966;0;160}{turretflak_120;-0.065;0.36;2.4;0;0;1;0;1;0;160}{turretflak_120;-0.15;0.36;2.11;0;0;1;0;1;0;160}{turretflak_90;0;-0.05;-1.45;0;0;-1;0;1;0;85}{turretflak_90;0;0.33;-1.45;0;0;-1;0;-1;0;85}{turretpd;0;-0.07;-1.45;0;0;-1;0;-1;0;180}","{capshipdisruptor;;;capship-heavy SPECIAL;-0.025;-0.073;2.75;;;;;;;;;1;1}{tractor;;; SPECIAL autotracking;0;0;-1;;;0;-0.17;0.98;0;1;0;1;1}","{;0;-0.3;-0.7;0.3;0}","{Natural_Products/Food;1.3;.2;10;20}{Natural_Products/Liquor;1.05;.1;;1}{upgrades/Ammunition;2;.1;5;10}",,,"pPiI"
"Thales__pirates.blank","Vessel","SCAVENGER",88000,88000,5000,5000,5000,8,10,8,2000000,1800000,1000000,500000,500000,500000,500000,85,100,1,4,16000,2500,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,300,120,,"FALSE","FALSE",0,0,0,0,0,0,0,,,,,,,,,5000,600,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1","{turret_120;0.80;0.12;-0.08;1;0;0;0;1;0;75}{turret_120;0.80;0.08;-0.08;1;0;0;0;-1;0;75}{turret_120;-0.80;0.12;-0.08;-1;0;0;0;1;0;75}{turret_120;-0.80;0.08;-0.08;-1;0;0;0;-1;0;75}{turret_120;0.68;0.085;1.875;0;0;1;1;0;0;160}{turret_120;-0.68;0.085;1.875;0;0;1;-1;0;0;160}{turretflak;1.72;-.11;-1.375;.966;-0.25;0;0.25;0.966;0;160}{turretflak;1.72;-.14;-1.375;0.966;-.25;0;-0.25;-0.966;0;160}{turretflak;-1.72;-.11;-1.375;-.966;-0.25;0;-0.25;0.966;0;160}{turretflak;-1.72;-.14;-1.375;-0.966;-.25;0;0.25;-0.966;0;160}{turretflak_120;-0.065;0.36;2.4;0;0;1;0;1;0;160}{turretflak_120;-0.15;0.36;2.11;0;0;1;0;1;0;160}{turretflak_90;0;-0.05;-1.45;0;0;-1;0;1;0;85}{turretflak_90;0;0.33;-1.45;0;0;-1;0;-1;0;85}{turretpd;0;-0.07;-1.45;0;0;-1;0;-1;0;180}","{;;;capship-heavy SPECIAL;-0.025;-0.073;2.75;;;;;;;;;1;1}{;;; SPECIAL autotracking;0;0;-1;;;0;-0.17;0.98;0;1;0;1;1}","{;0;-0.3;-0.7;0.3;0}",,,,"pPiI"
"Ct2000","Vessel","SHUTTLE",336,336,2000,2000,2000,30,30,55,17000,17000,15000,4000,4000,4000,4000,300,320,1,4,25,500,1,1,1,1,1,1,1,1,0,0,0,0,,,,,0,0,,,,325,"TRUE",1,300,120,,"FALSE","FALSE",300000000,4,180,25,0,0,0,,,,,0,0,,,2000,360,"{armor03;;}{quadshield05;;}{add_spec_capacitor03;;}{capacitor04;;}{reactor05;;}{jump_drive;;}{skyscope3;;}{ecm_package01;;}","mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{Disruptor;;;Light;1.01200;-6.80000e-2;3.40800;;;;;;;;;1;1}{Disruptor;;;Light;-0.964000;-6.80000e-2;3.40800;;;;;;;;;1;1}{ParticleBeam;;;Light;0.380000;0.176000;1.07600;;;;;;;;;1;1}{ParticleBeam;;;Light;-0.336000;0.176000;1.07600;;;;;;;;;1;1}{;0;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}{;0;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}","{;0;-0.85;1.5;0.5;0}",,,,"pPiI"
"Ct2000.blank","Vessel","SHUTTLE",336,336,2000,2000,2000,30,30,55,17000,17000,15000,4000,4000,4000,4000,300,320,1,4,25,500,1,1,1,1,1,1,1,1,0,0,0,0,,,,,0,0,,,,325,"TRUE",1,300,120,,"FALSE","FALSE",300000000,4,180,25,0,0,0,,,,,0,0,,,2000,360,"{armor03;;}{quadshield05;;}{add_spec_capacitor03;;}{capacitor04;;}{reactor05;;}{jump_drive;;}{skyscope3;;}{ecm_package01;;}","mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{Disruptor;;;Light;1.01200;-6.80000e-2;3.40800;;;;;;;;;1;1}{Disruptor;;;Light;-0.964000;-6.80000e-2;3.40800;;;;;;;;;1;1}{ParticleBeam;;;Light;0.380000;0.176000;1.07600;;;;;;;;;1;1}{ParticleBeam;;;Light;-0.336000;0.176000;1.07600;;;;;;;;;1;1}{;0;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}{;0;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}","{;0;-0.85;1.5;0.5;0}",,,,"pPiI"
"Dodo","Vessel","SHUTTLE",560,560,5000,5000,5000,30,30,62,30000,30000,30000,5000,5000,5000,5000,300,320,1,4,91.41,1600,1,1,1,1,1,1,1,1,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,300,120,,"FALSE","FALSE",300000000,4,180,25,0,0,0,,,,,,,,,700,1800,"{armor01;;}{quadshield02;;}{add_spec_capacitor01;;}{capacitor02;;}{reactor03;;}{skyscope2;;}","mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1","{Skatecargo;0;0;0;;;;;;;0}","{handlaser;;;;64;51;11.8091;;;;;;;;;1;1}{handlaser;;;;-64;51;11.8091;;;;;;;;;1;1}{Heavytractor;;;Special autotracking;212;-50;65;;;;;;;;;1;1}{Heavytractor;;;Special autotracking;-212;-50;65;;;;;;;;;1;1}{Heavytractor;;;Special;0;-35;95;;;;;;;;;1;1}{Heavytractor;;;Special;-0;-35;95;;;;;;;;;1;1}{Heavytractor;;;Special;0;-35;95;;;;;;;;;1;1}{Heavytractor;;;Special;-0;-35;95;;;;;;;;;1;1}{Heavytractor;;;Special;0;-35;95;;;;;;;;;1;1}{Heavytractor;;;Special;0;-35;95;;;;;;;;;1;1}","{;0;-4.7;6;25;0}","{Raw_Materials/Gases;.7;.2;;2}{Raw_Materials/Hydrocarbons;.8;.2;;2}",,,"pPiI"
"Dodo.blank","Vessel","SHUTTLE",420,420,5000,5000,5000,30,30,62,30000,30000,30000,5000,5000,5000,5000,300,320,1,4,91.41,1600,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,325,"FALSE",1,300,120,,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,,,,,700,1800,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1","{Skatecargo;0;0;0;;;;;;;0}","{;;;;64;51;11.8091;;;;;;;;;1;1}{;;;;-64;51;11.8091;;;;;;;;;1;1}{;;;Special autotracking;212;-50;65;;;;;;;;;1;1}{;;;Special autotracking;-212;-50;65;;;;;;;;;1;1}{;;;Special;0;-35;95;;;;;;;;;1;1}{;;;Special;-0;-35;95;;;;;;;;;1;1}{;;;Special;0;-35;95;;;;;;;;;1;1}{;;;Special;-0;-35;95;;;;;;;;;1;1}{;;;Special;0;-35;95;;;;;;;;;1;1}{;;;Special;0;-35;95;;;;;;;;;1;1}","{;0;-4.7;6;25;0}",,,,"pPiI"
"Entourage","Vessel","SHUTTLE",72,72,2000,2000,2000,30,30,60,5000,4000,3000,1000,1000,1000,1000,300,320,1,0,3.46,400,25,25,25,25,25,25,25,25,125,125,,,,,,,25,0,,15,125,250,"TRUE",1,200,120,,"FALSE",,300000000,5,180,10,0,0,0,,,,,0,0,,,25,225,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,,,,,,"pPiI"
"Entourage.blank","Vessel","SHUTTLE",72,72,2000,2000,2000,30,30,60,5000,4000,3000,1000,1000,1000,1000,300,320,1,0,3.46,400,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,25,"TRUE",1,200,120,,"FALSE",,300000000,5,180,10,0,0,0,,,,,0,0,,,25,225,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,,,,,,"pPiI"
"Franklin","Vessel","SHUTTLE",152,152,2000,2000,2000,30,30,95,6000,5000,3000,1500,1500,1500,1500,300,320,1,4,47.92,900,500,500,500,500,500,500,500,500,3000,4000,3000,3000,,,,,0,0,,25,600,325,"TRUE",1,300,120,,"FALSE","FALSE",300000000,5,180,10,0,0,0,,,,,,,,,300,300,,"mult_shady_moreupgrade;mult_shady_morethrust;mult_shady_moreshields;mult_shady_moregunrecharge;mult_shady_moreshieldrecharge;mult_shady_moreturning;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1","{franklinpd;0;0.25;0;1.0;0;0;0;1;0;180.0}{franklinpd;0;-0.25;1;1.0;0;0;0;-1;0;180.0}","{Disruptor;;;Light Medium;-1.45600;-2.00000e-2;-0.396000;;;;;;;;;1;1}{Disruptor;;;Light Medium;1.45800;-2.00000e-2;-0.396000;;;;;;;;;1;1}{EMPTorpedo;1;90;Special-missile Heavy-missile;5.00000e-2;-0.102000;2.91600;;;;;;;;;1;1}{EMPTorpedo;1;90;Special-missile Heavy-missile;-4.20000e-2;-0.102000;2.91600;;;;;;;;;1;1}{leechgun;;;special;5.00000e-2;-0.102000;2.91600;;;;;;;;;1;1}{leechgun;;;special;-4.20000e-2;-0.102000;2.91600;;;;;;;;;1;1}{Disruptor;;;Light Medium;0.160000;-0.102000;2.42200;;;;;;;;;1;1}{Disruptor;;;Light Medium;-0.132000;-0.102000;2.42200;;;;;;;;;1;1}",,,,,"pPiI"
"Franklin.blank","Vessel","SHUTTLE",72,72,2000,2000,2000,30,30,95,6000,5000,3000,1500,1500,1500,1500,300,320,1,4,47.92,900,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,300,120,,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,,,,,300,300,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1","{franklinpd;0;0.25;0;1.0;0;0;0;1;0;180.0}{franklinpd;0;-0.25;1;1.0;0;0;0;-1;0;180.0}","{;;;Light Medium;-1.45600;-2.00000e-2;-0.396000;;;;;;;;;1;1}{;;;Light Medium;1.45800;-2.00000e-2;-0.396000;;;;;;;;;1;1}{;1;90;Special-missile Heavy-missile;5.00000e-2;-0.102000;2.91600;;;;;;;;;1;1}{;1;90;Special-missile Heavy-missile;-4.20000e-2;-0.102000;2.91600;;;;;;;;;1;1}{;;;special;5.00000e-2;-0.102000;2.91600;;;;;;;;;1;1}{;;;special;-4.20000e-2;-0.102000;2.91600;;;;;;;;;1;1}{;;;Light Medium ;0.160000;-0.102000;2.42200;;;;;;;;;1;1}{;;;Light Medium;-0.132000;-0.102000;2.42200;;;;;;;;;1;1}",,,,,"pPiI"
"GTIO","Vessel","SHUTTLE",80,80,5000,5000,5000,70,70,70,8000,6000,1000,1000,1000,1000,1000,300,320,1,4,25,100,1,1,1,1,1,1,1,1,25,25,25,25,,,,,4,0,,20,200,25,"FALSE",1,300,120,,"FALSE","FALSE",300000000,4,180,25,0,0,0,,,,,0,0,,,25,300,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,,,,,,"pPiI"
"GTIO.blank","Vessel","SHUTTLE",80,80,5000,5000,5000,70,70,70,8000,6000,1000,1000,1000,1000,1000,300,320,1,4,15,100,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,300,120,,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,0,0,,,25,300,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,,,,,,"pPiI"
"H496","Vessel","SHUTTLE",567,567,2000,2000,2000,30,30,30,27000,27000,15000,5000,5000,5000,5000,300,320,1,0,30.46,600,50,50,50,50,50,50,50,50,900,900,900,900,,,,,15,0,,25,800,400,"TRUE",1,200,120,,"FALSE",,300000000,5,180,10,0,0,0,,,,,0,0,,,250,225,"{jump_drive;;}{reactor03;;}{capacitor04;;}{dualshield04;;}{armor04;;}{repair_droid01;;}{hawkeye1;;}{ecm_package01;;}{add_spec_capacitor01;;}","upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1","{turretgunsmall;-1.29;0.71;10.2;0.0;0.0;1.0;0.0;1.0;0.0;180.0}{turretgunsmall;1.29;0.71;10.2;0.0;0.0;1.0;0.0;1.0;0.0;180.0}","{IonBeam;;;Light;-1.2;0.71;10.2;;;;;;;;;1;1}{IonBeam;;;Light;-1.40;0.71;10.2;;;;;;;;;1;1}{IonBeam;;;Light;1.20;0.71;10.2;;;;;;;;;1;1}{IonBeam;;;Light;1.40;0.71;10.2;;;;;;;;;1;1}",,,,,"pPiI"
"H496.blank","Vessel","SHUTTLE",567,567,2000,2000,2000,30,30,30,27000,27000,15000,5000,5000,5000,5000,300,320,1,0,30.46,600,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,25,"FALSE",1,200,120,,"FALSE",,300000000,5,180,10,0,0,0,,,,,0,0,,,250,225,,"upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,,,,,,"pPiI"
"Kafka","Vessel","SHUTTLE",320,320,2000,2000,2000,30,30,30,15000,15000,12000,10000,10000,10000,10000,300,320,1,4,25,120,1,1,1,1,1,1,1,1,0,0,0,0,,,,,0,0,,15,100,25,"FALSE",1,300,120,,"FALSE","FALSE",300000000,4,180,25,0,0,0,,,,,0,0,,,1600,250,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;jump_drive;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,,,,,,"pPiI"
"Kafka.blank","Vessel","SHUTTLE",320,320,2000,2000,2000,30,30,30,15000,15000,12000,10000,10000,10000,10000,300,320,1,4,30,120,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,25,"FALSE",1,300,120,,"FALSE","FALSE",100000,0,0,0,0,0,0,,,,,0,0,,,1600,250,,"mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,,,,,,"pPiI"
"Llama","Vessel","SHUTTLE",336,336,5000,5000,5000,20,20,20,17000,17000,15000,4000,4000,4000,4000,300,320,1,4,25,500,1,1,1,1,1,1,1,1,0,0,0,0,,,,,0,0,,,,325,"TRUE",1,300,120,,"FALSE","FALSE",300000000,4,180,25,0,0,0,,,,,0,0,,,2000,360,"{armor03;;}{quadshield05;;}{add_spec_capacitor03;;}{capacitor04;;}{reactor05;;}{jump_drive;;}{skyscope3;;}{ecm_package01;;}","mult_shady_moreupgrade:1;mult_shady_morethrust:1;mult_shady_moreshields:1;mult_shady_moregunrecharge:1;mult_shady_moreshieldrecharge:1;mult_shady_moreturning:1;upgrades/Overdrive:1;upgrades/Capacitors:1;upgrades/Reactors:1;upgrades/Armor:1;upgrades/Sensors:1;upgrades/Shield_Systems:1;upgrades/Passenger_Quarters:1;upgrades/Repair_Systems:1;upgrades/ECM_Systems:1",,"{Disruptor;;;Light;1.01200;-6.80000e-2;3.40800;;;;;;;;;1;1}{Disruptor;;;Light;-0.964000;-6.80000e-2;3.40800;;;;;;;;;1;1}{ParticleBeam;;;Light;0.380000;0.176000;1.07600;;;;;;;;;1;1}{ParticleBeam;;;Light;-0.336000;0.176000;1.07600;;;;;;;;;1;1}{;0;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}{;0;48;light-missile medium-missile special-missile;0;0;0;;;;;;;;;1;1}",,,,,"pPiI"
