"file","categoryname","price","mass","volume","description"
"tractor_capability","upgrades/Weapons/Mount_Enhancements",50000,0.01,1,"@cargo/tractor_capability.image@Traditionally, most weapon mounts aren't constructed to handle the strains associated with tractor beam usage. Fortunately, this is usually a cost-cutting measure, and installing the necessary reinforcements doesn't tend to interfere with the weapon mount, although it may void certain warranties. "
"autotracking","upgrades/Weapons/Mount_Enhancements",100000,0.01,1,"@upgrades/circuit1.image@While all mounted weapons have inherent auto-tracking capabilities, these defaults are limited in civilian mounts. A full-powered military auto-tracker like this greatly enhances weapon accuracy."
,,,,,
"rlaan_turret_pd","upgrades/Weapons/Turrets/Rlaan",100000,0.1,1,"@upgrades/beam1.image@The Rlaan are well known for their disdain of missiles, especially those fired at them."
"rlaan_turret_mini","upgrades/Weapons/Turrets/Rlaan",140000,0.1,1,"@upgrades/turret_medium.image@While Rlaan ships tend to mount flash-shields capable of shrugging off most small arms fire, they still prefer the option of 'convincing' fighters to stop firing."
"aera_turret_pd","upgrades/Weapons/Turrets/Aera",100000,0.1,1,"@upgrades/beam1.image@Using low yield pulse lasers, the aera have made simple and effective anti-missile turrets."
"beam_turret","upgrades/Weapons/Turrets",150000,0.1,1,"@upgrades/turret_heavy.image@Specially designed for the energy and heat dissipation requirements of beam weapons, this turret has everything you need to mount a pair of them."
"turret_pd","upgrades/Weapons/Turrets",100000,0.1,1,"@upgrades/beam3.image@One is heavily advised to not play 'catch the missile' unless one mounts several of these."
"heavy_turret","upgrades/Weapons/Turrets",300000,0.1,1,"@upgrades/turret_heavy.image@For when evasive maneuvers are too subtle a hint your tailgaters."
"small_turret","upgrades/Weapons/Turrets",80000,0.1,1,"@upgrades/turret_light.image@Given the armament commonly placed in such turrets, the small turret has become affectionately known as 'the machine that goes ping'."
"medium_turret","upgrades/Weapons/Turrets",250000,0.1,1,"@upgrades/turret_medium.image@It turns, it shoots, it slices. No, it does not dice, but it does come with a free fuzzy pair."
"capship_turret","upgrades/Weapons/Turrets",1600000,0.1,1,"@upgrades/razor_gun.image@When hunting for bear, hover softly, and carry a big stick"
"capship_turret_heavy","upgrades/Weapons/Turrets",8000000,0.1,1,"@upgrades/beam2.image@If your vessel can mount this, this can mount whatever you want."
"turret_pd_long","upgrades/Weapons/Turrets",800000,0.1,1,"@upgrades/beam1.image@One of the most impressive applications of disruptor technology, this military rated point defense turret is the best of its kind."
"franklin_pd","upgrades/Weapons/Turrets",600000,0.1,1,"@../units/franklin/franklin-hud.image@These turrets were custom designed for the Franklin class diplomatic transport. Any hotshot who splurges on the Franklin should undoubtedly get these fine turrets to complement the exterior decor."
,,,,,
"kineticmissile","upgrades/Weapons/Ammunition",4000,0.01,0.1,"@missile-hud.image@Behold KE=1/2MV^2: large values of M and high values of V yield large numbers of obliterated fragments of intended targets. (Capital sized launch platform sold separately, shield batteries included.)"
"capiff_ammo","upgrades/Weapons/Ammunition",2000,0.01,0.1,"@upgrades/capiff.image@Drawing upon the greater sensor capability and volumetric resources of a capital vessel, these larger IFF missiles can deliver a larger payload over a much longer intercept sphere than their fighter-launched cousins."
"cap_iff","upgrades/Weapons/Ammunition",2000,0.01,0.1,"@upgrades/capiff.image@Drawing upon the greater sensor capability and volumetric resources of a capital vessel, these larger IFF missiles can deliver a larger payload over a much longer intercept sphere than their fighter-launched cousins."
"capcluster_ammo","upgrades/Weapons/Ammunition",2000,0.01,0.1,"@upgrades/missile.image@Capital ships benefit both from being large enough to launch effective cluster munitions and robust enough to not worry about doorstep detonations."
"capshipmissile_ammo","upgrades/Weapons/Ammunition",2000,0.01,0.1,"@upgrades/capshipmissile.image@As large as some insystem fighters and sporting the latest in stealth and ECCM technology, these SPEC capable missiles, frequently seen tipped with warheads in the 10 megaton or higher range, can make dropping one's shields to retreat a truly nerve-wracking decision."
"grand_gauss","upgrades/Weapons/Ammunition/Aera",3000,0.01,0.1,"@upgrades/emp2.image@The spinal mounted armament of the Leonidas class dreadnaughts is something to behold. If the principle behind the massive accelerators is not novel, their scale remains awe-inspiring."
"dumbfire_ammo","upgrades/Weapons/Ammunition",20,0.01,0.1,"@upgrades/dumbfire.image@Removing maneuvering jets capable of counteracting a missile's momentum leaves a lot more room for a warhead. Of course, it also makes for a missile that only flies in a straight line."
"heatseeker_ammo","upgrades/Weapons/Ammunition",35,0.01,0.1,"@upgrades/heatseeker.image@A missile which locks onto a heat source -- a ship's engines, for example -- rather than a radar or IFF signal. The Heatseeker is not as vulnerable to ECM as torpedoes, IFF or other guided missiles are. Damage is respectable for their small size. They are also relatively inexpensive and widely available. Most effective against light and medium ships. They are best used in salvos rather than individually. One missile often will weaken the target's defenses enough to let the others get through and do damage to the ship itself. CAUTION: If you are attacking targets near a friendly capship, heat seekers launched at targets within a few hundred meters from the capship may well lock onto the capship instead. That tends to get you talked about by the capship. "
"image_recognition_ammo","upgrades/Weapons/Ammunition",75,0.01,0.1,"@upgrades/imrec.image@Like an obsessive-compulsive stalker, once it knows what you look like, it's not going to stop showing up at your doorstep."
"friend_or_foe_ammo","upgrades/Weapons/Ammunition",100,0.01,0.1,"@upgrades/fof.image@There are those who, steadfast in their desire to reduce signals cluttering battlefield communications, have advocated abandoning traditional IFF mechanisms. Fortunately for missile and sensor manufacturers everywhere, such proponents have a remarkable tendency to find their ships hit by IFF missiles."
"torpedo_ammo","upgrades/Weapons/Ammunition",2000,0.01,0.1,"@upgrades/emp1.image@Featuring bulk and drive style rapidly approaching that of a small vessel, these beasts pack a heavy punch, but tend to have acceleration curves suited to catching only the less than fleet of foot."
"advtorpedo_ammo","upgrades/Weapons/Ammunition/Aera",2000,0.01,0.1,"@upgrades/missile.image@The Aeran equivalent of the Confederation torpedo is just as sluggish, but packs a more vicious punch."
"emp_torpedo_ammo","upgrades/Weapons/Ammunition",2500,0.01,0.1,"@upgrades/emp3.image@Employed in increasingly large numbers by regional guard units, EMP torpedos seek to sufficiently damage the electronics of a vessel so as to render it out of user control. Such devices, in the absence of an atmosphere to assist with EMP effects, must be quite large, and have thus been adapted to a torpedo chassis."
"javelin_ammo","upgrades/Weapons/Ammunition/Aera",4000,0.01,0.1,"@upgrades/swarm.image@An older Aeran PESC mini-warhead adapted for rocket pod distribution."
"cluster_ammo","upgrades/Weapons/Ammunition",2000,0.01,0.1,"@upgrades/cluster.image@While fighter-mounted cluster missiles are unlikely to actually destroy any vessels, they are extremely useful for getting the attention of several craft in one go."
"swarm_ammo","upgrades/Weapons/Ammunition",80,0.01,0.1,"@upgrades/swarm.image@If you love the smell of Katyushas in the morning, then you probably already have one of these."
"photon_swarm_ammo","upgrades/Weapons/Ammunition/Aera",90,0.01,0.1,"@upgrades/swarm.image@A more recently developed Aeran PESC mini-warhead, photon swarm rocket pods are extremely common on Aeran light craft."
"killer_bee_ammo","upgrades/Weapons/Ammunition",85,0.01,0.1,"@upgrades/swarm.image@Like their namesake, one sting won't hurt too much, but nobody fires just one of these."
"hail_ammo","upgrades/Weapons/Ammunition",90,0.01,0.1,"@upgrades/swarm.image@Sometimes it rains, sometimes it hails, but when you're armed with Hail emplacents, it rains death from above."
"breeze_ammo","upgrades/Weapons/Ammunition",300,0.01,0.1,"@upgrades/missile.image@An otherwise unremarkable missile with an odd aspect ratio."
"porcupine_mine_ammo","upgrades/Weapons/Ammunition/Aera",300,0.01,0.1,"@upgrades/porcupine_mine.image@Dropped by Aeran mine-layers and, in smaller numbers, other small craft, these mines each mount a single gun with a limited number of rounds. Once ammunition or energy is depleted, the mines self-destruct. These mines are used in both defensive emplacements and as a harassing distraction against pursuing craft."
"leech_ammo","upgrades/Weapons/Ammunition",1000,0.01,1,"@upgrades/leech.image@Complicated rounds with sensors and one-shot lasers designed to disable, not destroy, enemy craft."
,,,,,
"cloaking_device","upgrades/Experimental",259000,8.9,1,"@cargo/cloaking_device_experimental.image@This device uses gravity manipulation technology. A powerful gravitational lens distorts a massive region around the vessel, bending signals emitted by active sensors around the ship and out at seeming random angles and locations. This makes it very easy to know that a ship mounting a cloaking device is present, but very hard to figure out what class of ship, where it's headed, and where exactly it is."
,,,,,
"capacitor01","upgrades/Capacitors/Standard",500,2,2,"@upgrades/capacitor.image@Energy storage."
"capacitor02","upgrades/Capacitors/Standard",1000,4,4,"@upgrades/capacitor.image@Energy storage."
"capacitor03","upgrades/Capacitors/Standard",2000,6,6,"@upgrades/capacitor.image@Energy storage."
"capacitor04","upgrades/Capacitors/Standard",4000,8,8,"@upgrades/capacitor2.image@Energy storage."
"capacitor05","upgrades/Capacitors/Standard",8000,10,10,"@upgrades/capacitor2.image@Energy storage."
"capacitor06","upgrades/Capacitors/Standard",16000,12,12,"@upgrades/capacitor2.image@Energy storage."
"capacitor07","upgrades/Capacitors/Standard",32000,14,14,"@upgrades/capacitor3.image@Energy storage."
"capacitor08","upgrades/Capacitors/Standard",64000,16,16,"@upgrades/capacitor3.image@Energy storage."
"capacitor09","upgrades/Capacitors/Standard",128000,18,18,"@upgrades/capacitor3.image@Energy storage."
"capacitor10","upgrades/Capacitors/Standard",256000,20,20,"@upgrades/capacitor4.image@Energy storage."
"capacitor11","upgrades/Capacitors/Standard",512000,22,22,"@upgrades/capacitor4.image@Energy storage."
"capacitor12","upgrades/Capacitors/Standard",1024000,24,24,"@upgrades/capacitor4.image@Energy storage."
"capacitor13","upgrades/Capacitors/Standard",2048000,26,26,"@upgrades/capacitor5.image@Energy storage."
"capacitor14","upgrades/Capacitors/Standard",4096000,28,28,"@upgrades/capacitor5.image@Energy storage."
"capacitor15","upgrades/Capacitors/Standard",8192000,30,30,"@upgrades/capacitor5.image@Energy storage."
,,,,,
"reactor01","upgrades/Reactors/Standard",500,1,2,"@upgrades/reactor.image@Energy production, the friendly fusion way."
"reactor02","upgrades/Reactors/Standard",1000,2,3.5,"@upgrades/reactor.image@Energy production, the friendly fusion way."
"reactor03","upgrades/Reactors/Standard",2000,3,6,"@upgrades/reactor.image@Energy production, the friendly fusion way."
"reactor04","upgrades/Reactors/Standard",4000,4,11,"@upgrades/reactor.image@Energy production, the friendly fusion way."
"reactor05","upgrades/Reactors/Standard",8000,5,18,"@upgrades/reactor2.image@Energy production, the friendly fusion way."
"reactor06","upgrades/Reactors/Standard",16000,6,32,"@upgrades/reactor2.image@Energy production, the friendly fusion way."
"reactor07","upgrades/Reactors/Standard",32000,7,60,"@upgrades/reactor2.image@Energy production, the friendly fusion way."
"reactor08","upgrades/Reactors/Standard",64000,8,100,"@upgrades/reactor2.image@Energy production, the friendly fusion way."
"reactor09","upgrades/Reactors/Standard",128000,9,175,"@upgrades/reactor3.image@Energy production, the friendly fusion way."
"reactor10","upgrades/Reactors/Standard",256000,10,310,"@upgrades/reactor3.image@Energy production, the friendly fusion way."
"reactor11","upgrades/Reactors/Standard",512000,12,540,"@upgrades/reactor3.image@Energy production, the friendly fusion way."
"reactor12","upgrades/Reactors/Standard",1024000,14,950,"@upgrades/reactor3.image@Energy production, the friendly fusion way."
"reactor13","upgrades/Reactors/Standard",2048000,16,1650,"@upgrades/reactor4.image@Energy production, the friendly fusion way."
"reactor14","upgrades/Reactors/Standard",4096000,20,2890,"@upgrades/reactor4.image@Energy production, the friendly fusion way."
"reactor15","upgrades/Reactors/Standard",8192000,24,5050,"@upgrades/reactor4.image@Energy production, the friendly fusion way."
,,,,,
"dualshield01","upgrades/Shield_Systems/Standard_Dual_Shields",250,0.5,2,"@upgrades/shield2light.image@GEM shielding, with fore and aft decoupling."
"dualshield02","upgrades/Shield_Systems/Standard_Dual_Shields",500,1,5,"@upgrades/shield2light.image@GEM shielding, with fore and aft decoupling."
"dualshield03","upgrades/Shield_Systems/Standard_Dual_Shields",1000,1.5,8,"@upgrades/shield4light.image@GEM shielding, with fore and aft decoupling."
"dualshield04","upgrades/Shield_Systems/Standard_Dual_Shields",2000,2,12,"@upgrades/shield4light.image@GEM shielding, with fore and aft decoupling."
"dualshield05","upgrades/Shield_Systems/Standard_Dual_Shields",4000,2.5,16,"@upgrades/shield4light.image@GEM shielding, with fore and aft decoupling."
"dualshield06","upgrades/Shield_Systems/Standard_Dual_Shields",8000,3,21,"@upgrades/shield2medium.image@GEM shielding, with fore and aft decoupling."
"dualshield07","upgrades/Shield_Systems/Standard_Dual_Shields",16000,3.5,25,"@upgrades/shield2medium.image@GEM shielding, with fore and aft decoupling."
"dualshield08","upgrades/Shield_Systems/Standard_Dual_Shields",32000,4,30,"@upgrades/shield4medium.image@GEM shielding, with fore and aft decoupling."
"dualshield09","upgrades/Shield_Systems/Standard_Dual_Shields",64000,4.5,35,"@upgrades/shield4medium.image@GEM shielding, with fore and aft decoupling."
"dualshield10","upgrades/Shield_Systems/Standard_Dual_Shields",128000,5,40,"@upgrades/shield4medium.image@GEM shielding, with fore and aft decoupling."
"dualshield11","upgrades/Shield_Systems/Standard_Dual_Shields",256000,6,46,"@upgrades/shield2heavy.image@GEM shielding, with fore and aft decoupling."
"dualshield12","upgrades/Shield_Systems/Standard_Dual_Shields",512000,7,52,"@upgrades/shield2heavy.image@GEM shielding, with fore and aft decoupling."
"dualshield13","upgrades/Shield_Systems/Standard_Dual_Shields",1024000,8,57,"@upgrades/shield4heavy.image@GEM shielding, with fore and aft decoupling."
"dualshield14","upgrades/Shield_Systems/Standard_Dual_Shields",2048000,9,63,"@upgrades/shield4heavy.image@GEM shielding, with fore and aft decoupling."
"dualshield15","upgrades/Shield_Systems/Standard_Dual_Shields",4096000,10,70,"@upgrades/shield4heavy.image@GEM shielding, with fore and aft decoupling."
,,,,,
"quadshield01","upgrades/Shield_Systems/Standard_Quad_Shields",500,1,4,"@upgrades/shield.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield02","upgrades/Shield_Systems/Standard_Quad_Shields",1000,2,8,"@upgrades/shield.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield03","upgrades/Shield_Systems/Standard_Quad_Shields",2000,3,13,"@upgrades/shield.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield04","upgrades/Shield_Systems/Standard_Quad_Shields",4000,4,18,"@upgrades/shield2.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield05","upgrades/Shield_Systems/Standard_Quad_Shields",8000,5,24,"@upgrades/shield2.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield06","upgrades/Shield_Systems/Standard_Quad_Shields",16000,6,31,"@upgrades/shield2.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield07","upgrades/Shield_Systems/Standard_Quad_Shields",32000,7,38,"@upgrades/shield3.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield08","upgrades/Shield_Systems/Standard_Quad_Shields",64000,8,45,"@upgrades/shield3.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield09","upgrades/Shield_Systems/Standard_Quad_Shields",128000,9,53,"@upgrades/shield3.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield10","upgrades/Shield_Systems/Standard_Quad_Shields",256000,10,61,"@upgrades/shield4.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield11","upgrades/Shield_Systems/Standard_Quad_Shields",512000,11,69,"@upgrades/shield4.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield12","upgrades/Shield_Systems/Standard_Quad_Shields",1024000,12,78,"@upgrades/shield4.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield13","upgrades/Shield_Systems/Standard_Quad_Shields",2048000,13,86,"@upgrades/shield5.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield14","upgrades/Shield_Systems/Standard_Quad_Shields",4096000,14,95,"@upgrades/shield5.image@GEM shielding, fore, aft, port, and starboard decoupling."
"quadshield15","upgrades/Shield_Systems/Standard_Quad_Shields",8192000,15,104,"@upgrades/shield5.image@GEM shielding, fore, aft, port, and starboard decoupling."
,,,,,
"mult_overdrive01","upgrades/Overdrive",4000,1,1,"@upgrades/afterburner_generic.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive02","upgrades/Overdrive",8000,2,2,"@upgrades/afterburner_generic.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive03","upgrades/Overdrive",16000,4,4,"@upgrades/afterburner_generic.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive04","upgrades/Overdrive",32000,8,8,"@upgrades/afterburner.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive05","upgrades/Overdrive",64000,12,12,"@upgrades/afterburner.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
"mult_overdrive06","upgrades/Overdrive",128000,18,18,"@upgrades/afterburner.image@Engine overdrive. Increases thrust at the expense of decreased fuel efficiency. Comes bundled with appropriate vector-governor firmware updates."
,,,,,
"jump_drive","upgrades/Jump_Drives",8000,16,2,"@upgrades/jump_drive.image@A jump drive is required for rapid interstellar travel via the jump network."
,,,,,
"add_spec_capacitor01","upgrades/SPEC_Capacitors",6000,5,4,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
"add_spec_capacitor02","upgrades/SPEC_Capacitors",18000,10,6,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
"add_spec_capacitor03","upgrades/SPEC_Capacitors",32000,20,12,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
"add_spec_capacitor04","upgrades/SPEC_Capacitors",96000,40,18,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
"add_spec_capacitor05","upgrades/SPEC_Capacitors",150000,60,24,"@upgrades/reactor_capacitance.image@Capacitor for storing energy for FTL travel"
,,,,,
"armor01","upgrades/Armor",4000,20,0,"@cargo/plasteel.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor02","upgrades/Armor",8000,25,0,"@cargo/isometal.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor03","upgrades/Armor",16000,30,0,"@cargo/hull_patches.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor04","upgrades/Armor",32000,25,0,"@cargo/tritanium.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor05","upgrades/Armor",64000,20,0,"@cargo/carbonium.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
"armor06","upgrades/Armor",128000,15,0,"@cargo/duranium.image@Armor takes up no upgrade volume, but does add to the mass of your ship, affecting maneuverability"
,,,,,
"Reinforced_Cockpit","upgrades/DEPRICATED",4000,2,3,"@cargo/plasteel.image@Sometimes, that extra layer of protection is the difference between escape pod launch and inescapable coffin."
,,,,,
"skyscope1","upgrades/Sensors/Common",500,0.01,1,"@upgrades/skyscope_alpha.image@With its light weight, the SkyScope is particularly well-suited for the peaceful merchant."
"skyscope2","upgrades/Sensors/Common",1000,0.01,2,"@upgrades/skyscope_alphaplus.image@With its light weight, the SkyScope is particularly well-suited for the peaceful merchant."
"skyscope3","upgrades/Sensors/Common",2000,0.01,3,"@upgrades/skyscope_beta.image@With its light weight, the SkyScope is particularly well-suited for the peaceful merchant."
"starscanner1","upgrades/Sensors/Common",4000,0.01,5,"@upgrades/starscanner_2530.image@StarScanner is the most widely used radar in Confed space."
"starscanner2","upgrades/Sensors/Common",8000,0.01,7,"@upgrades/starscanner_2545.image@StarScanner is the most widely used radar in Confed space."
"starscanner3","upgrades/Sensors/Common",16000,0.01,9,"@upgrades/starscanner_2600.image@StarScanner is the most widely used radar in Confed space."
"starscanner4","upgrades/Sensors/Common",24000,0.01,9,"@upgrades/starscanner_2600.image@This is a mid-life upgrade of the StarScanner 2600 that includes threat assessment, which makes it the natural choice for bounty hunters."
"hawkeye1","upgrades/Sensors/Confed",32000,0.01,13,"@upgrades/hawkeye_zx16.image@Hawkeye is the preferred radar for Confed military operations."
"hawkeye2","upgrades/Sensors/Confed",64000,0.01,17,"@upgrades/hawkeye_zx50.image@Hawkeye is the preferred radar for Confed military operations."
"hawkeye3","upgrades/Sensors/Confed",128000,0.01,21,"@upgrades/hawkeye_zx86.image@Hawkeye is the preferred radar for Confed military operations."
"hawkeye4","upgrades/Sensors/Confed",160000,0.01,21,"@upgrades/hawkeye_zx86.image@Hawkeye ZX-87 is an upgrade of Hawkeye ZX-86 designed for capital ships."
"surveyor1","upgrades/Sensors/Highborn",700000,0.01,15,"The award-winning H-line is another quality product of Highborn craftsmanship. Designed for tactical superiority, the radar models space at close and distant ranges."
"surveyor2","upgrades/Sensors/Highborn",900000,0.01,16,"The award-winning H-line is another quality product of Highborn craftsmanship. Designed for tactical superiority, the radar models space at close and distant ranges. High-lights attacking missiles and ships with high firepower."
"rlaantracker1","upgrades/Sensors/Rlaan",240000,0.01,7,"The Tracker is a great all-rounder, popular in both the Rlaan Enforcer and Merchant fleets, because of its unique ability to easily distinguish between ships and celestrial bodies. It is robust towards ECM. The Rlaan eye only perceives depth when it moves, and this trait is found again in this radar."
,,,,,
"add_cargo_expansion","upgrades/Cargo",100000,10,20,"@cargo/cargo_expansion.image@Trades upgrade space and support systems for cargo volume"
,,,,,
"mult_shady_moreupgrade","upgrades/Shady_Mechanic",32000,10,50,"@cargo/cargo_hud.image@Trades cargo space for upgrade room."
"mult_shady_morethrust","upgrades/Shady_Mechanic",64000,4,8,"@weapons/beamtexture2.image@More thruster nodes, less engine shielding."
"mult_shady_moreshields","upgrades/Shady_Mechanic",113000,0.1,1,"@weapons/beamtexture.image@Increased shield capacity at the expense of weakened main-hull structural integrity."
"mult_shady_moregunrecharge","upgrades/Shady_Mechanic",250000,0.1,0.25,"@upgrades/circuit1.image@Trades energy capacity for recharge rate."
"mult_shady_moreshieldrecharge","upgrades/Shady_Mechanic",500000,1.1,5,"@upgrades/mult_shield_regenerator.image@Increases effective ship mass, increases shield recharge."
"mult_shady_moreturning","upgrades/Shady_Mechanic",600000,3.7,8,"@upgrades/mult_turn_jet_enhancer.image@Violates safety specifications to increase maneuvering performance."
,,,,,
"repair_droid01","upgrades/Repair_Systems",30000,1,2,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
"repair_droid02","upgrades/Repair_Systems",75000,5,4,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
"repair_droid03","upgrades/Repair_Systems",147000,20,8,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
"repair_droid04","upgrades/Repair_Systems",290000,50,16,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
"repair_droid05","upgrades/Repair_Systems",500000,100,32,"@cargo/repair_droid01.image@Repairs ship upgrades in-flight"
,,,,,
"ecm_package01","upgrades/ECM_Systems",5000,0.01,1,"@upgrades/ecm1.image@Electronic CounterMeasures\ ECM refers to a broad spectrum of techniques designed to defeat or spoof enemy sensors and communications."
"ecm_package02","upgrades/ECM_Systems",20000,0.05,2,"@upgrades/ecm2.image@Electronic CounterMeasures\ ECM refers to a broad spectrum of techniques designed to defeat or spoof enemy sensors and communications."
"ecm_package03","upgrades/ECM_Systems",50000,0.1,3,"@upgrades/ecm3.image@Electronic CounterMeasures\ ECM refers to a broad spectrum of techniques designed to defeat or spoof enemy sensors and communications."
"hud_repair","upgrades/DEPRECATED_FUNCTIONALITY",0,0.01,1,"@upgrades/circuit2.image@Given that any craft of decent size has no physical viewport for its pilot, and that no pilot could fly without the nav cues overlaid by the HUD, the ability to do in-flight repair of damaged HUD systems is nearly vital."
"cloaking_device","upgrades/Miscellaneous/Aera_Milspec",1000000,8.9,5,"@cargo/cloaking_device_aeramilspec.image@A dire necessity for those wishing to remain undetected, it is not, however, capable of permanently fooling modern sensor technology."
,,,,,
"passenger_quarters_01","upgrades/Passenger_Quarters",20000,0.5,3,"@upgrades/passenger_cryo_chamber.image@All the life-support a frozen passenger needs to survive the journey in a depressurized cargo hold. Provides life-support and space for 1 passenger."
"passenger_quarters_02","upgrades/Passenger_Quarters",50000,0.8,21,"@upgrades/passenger_steerage_class.image@Part of the cargo hold is just equipped with an additional life-support for whatever kind of atmosphere is needed for the merry guests standing there or sitting on the floor. Provides life-support and space for up to 4 passengers."
"passenger_quarters_03","upgrades/Passenger_Quarters",100000,1,21,"@upgrades/passenger_economy_class.image@Life-support and even seats for the dear customer. Provides life-support and space for up to 4 passengers."
"passenger_quarters_04","upgrades/Passenger_Quarters",200000,1.2,25,"@upgrades/passenger_comfort_class.image@Life-support, seat and even bunk-beds provide a level of comfort the captain would like to have. Provides life-support and space for up to 2 passengers."
