Identifier,Components,reliability of distance,Rt. Asc. Hours,Rt. Asc. Minutes,Rt. Asc. Seconds,Declination degrees,Declination seconds,total proper motion arcseconds per year,direction angle of proper motion,radial velocity (km/sec),remark,Spectral type / color class,selected sources,apparent magnitude,code,joint magnitude,b-v color,code,joint color,u-b color,code,joint color,r-i color,code,joint color,trigonometric parallax,std. Err. Of trig. Parallax,resulting parallax,std err of resulting parallax,code,absolute visual magnitude M(V),code (from 74),code (from 75),quality of absolute magnitude,U space velocity component in the galactic plane and directed to the galactic center,V space velocity component in the galactic plane and in the direction of galactic rotation,W space velocity component perpendicular to the plane and in the direction of the galactic north pole,HD number,Durchmusterung number,Giclas number,LHS number,Number according to code in 179,"Additional remarks (names, LTT, LFT, wolf, ross, etc)",Distance in Parsecs,ra in rads,dec in rads,Luminosity in (SOLs)
Gl 249.1,,,6,48,30,-46,33.6,0.37,359,20.1,,F5 III,,5.13,,,0.45,,,-0.03,,,0.26,,,485,123,485,123,,3.6,,,e,-39,-14,4,50223,CD-46  27030,,,,,20.62664225,1.782417499,-0.793077612,3.162456379,45,2
NN,AB,,6,49,29,60,56.8,1.147,152.3,,,M3.5,K,11.06,,,1.54,,J,,,,1.39,C,J,915,36,915,36,,10.87,,,a,,,,,,G250-029,221,,LTT 11937,10.94422666,1.7867081,1.063720001,0.003907345,73.5,1
NN,,,6,49,36,18,20,0.208,40,,,m,,13.18,,,,,,,,,1.17,,,,,53,10,r,11.8,,,d,,,,,,,,,LTT 11938,188.6801286,1.787217154,0.31997703,0.001659066,72,0
Gl 250,A,,6,49,52,-5,6.7,0.544,269.8,-9.6,,K3 V,U,6.59,,,1.05,,,0.95,,,0.39,,,1089,54,1089,54,,6.78,,,b,2,15,-21,50281,BD-05  18441,,1875,U148,,9.200911599,1.788380707,-0.085317512,0.169029343,63,0
Gl 250,B,,6,49,52,-5,7.7,0.541,270,-6.9,,M2,K,10.09,,,1.5,,,1.26,,,0.98,,,1089,54,1089,54,,10.28,,,b,-1,13,-21,,BD-05  18442,,1876,,,9.200911599,1.788380707,-0.085026623,0.006728115,72,1
Wo 9219,,,6,51,34,-28,28.2,0.519,147.5,72.1,,G5 IV,,6.03,,,0.72,,,0.27,,,0.24,,,414,84,414,84,,4.12,,,d,13,-92,-7,50806,CD-28  35540,,1878,,LFT 496,24.16149075,1.795798356,-0.480489143,1.958909325,55,2
Gl 251,,,6,51,35,33,20.3,0.851,242.3,22.9,,dM4,W,10.01,,,1.57,,,1.21,,,1.11,,,1736,22,1736,22,,11.21,,,a,-28,-3,-16,,,G087-012,1879,V482,,5.78940405,1.795871078,0.581863684,0.002856769,74,1
Wo 9220,A,,6,51,49,13,14.6,0.1,139.8,14.8,SB,A9 V p,,4.74,,,0.31,,,0.03,,,,,,407,84,39,4,s,2.7,,,c,-9,-16,5,50635,BD+13  1462,,,,BS 2564,256.4109064,1.796889187,0.231139771,7.24506382,39,0
Wo 9220,B,,6,51,49,13,14.6,0.1,139.8,22.3,,G6 V,,7.68,,,0.72,,,0.2,,,,,,407,84,39,4,s,5.64,,,c,-16,-19,5,,,,,,,256.4109064,1.796889187,0.231139771,0.483041549,56,0
Gl 251.1,,s,6,52,10,12,13.7,0.333,190,16.4,,dM1.5,W,10.55,,,1.24,,,1.23,,,0.5,,,440,207,29,5,r,7.86,,,d,-2,-48,-31,,BD+12  13430,G110-021,,V012,,344.8280695,1.79841635,0.213424679,0.062508762,71.5,1
Gl 252,,,6,52,14,25,26.4,0.049,301.8,-15.1,,G0 V,,5.74,,,0.57,,,0,,,0.22,,,527,115,59,8,r,4.59,,,c,13,6,-5,50692,BD+25  14960,,,,,169.4925088,1.798707238,0.444011762,1.270589041,50,0
NN,,,6,52,18,55,2.9,0.706,199.2,,,k-m,,11.8,*,,,,,,,,,,,586,56,586,56,,10.6,*,,c,,,,,,G192-058,1882,,,17.074617,1.798998126,0.960774664,0.00501057,72,0
NN,A,p,6,52,59,40,8.8,0.466,164.4,50.9,,K5 V,,9.12,,,1.12,,,1.05,,,0.43,,,381,30,381,30,,7.02,,,b,-54,-55,10,,BD+40  1758,G107-037,,V240,A LTT 11946,26.25307024,1.801979731,0.700691517,0.135505646,65,0
NN,B,p,6,52,59,40,8.8,0.466,164.4,51.2,,M1,K,11.1,,,1.43,,,,,,0.81,,,381,30,381,30,,9,,,b,-54,-54,11,,,G107-038,,V240,B LTT 11947,26.25307024,1.801979731,0.700691517,0.021873512,71,1
NN,,,6,53,17,62,23.7,0.516,139.9,,,m,,13.65,,,,,,,,,1.47,,,,,129,20,r,14.2,,,d,,,,,,G250-031,1885,,,77.52152989,1.803288728,1.088998187,0.000181893,72,0
Gl 253,,s,6,53,51,-55,11.5,0.182,187.6,40.1,,G7 V,,8.17,,,0.78,,,0.37,,,0.24,,,,,696,85,d,7.38,,,c,8,-36,-20,51608,CP-55  10950,,,,,14.37942265,1.805761277,-0.956585874,0.097263596,57,0
Gl 254,,,6,53,52,30,49.6,0.23,157.6,-7.8,,K7,K,9.72,,,1.36,,,1.23,,,0.62,,,728,205,56,11,r,8.46,,,d,9,-19,-2,266611,BD+30  1367a,G087-016,,V013,,178.5723619,1.805833999,0.538026831,0.035969062,67,1
Wo 9222,,s,6,54,41,-74,39.8,0.197,341.4,-0.9,,F8 V +A/F,,7.65,,,0.53,,,0.05,,,,,,410,136,20,3,r,4.16,,,d,-45,-9,-6,52449,CP-74   4210,,,,,500.0003333,1.80939738,-1.279966296,1.888050248,48,0
NN,,,6,55,22,14,17.3,0.009,219.7,,,G5,,8.28,,,,,,,,,,,,,,48,5,o,6.69,,,c,,,,51534,BD+14   512,,,,,208.3341333,1.812378984,0.249378461,0.183638557,55,1
Gl 255,A,,6,55,30,-35,26.4,0.04,296.9,10.1,,F8 IV-V,,6.91,,,0.46,,J,-0.06,,J,0.26,C,J,684,136,684,136,,6.09,,,d,-6,-8,-4,51825,CD-35  32332,,,,BS 2612,14.63128927,1.812960761,-0.603185789,0.319135894,48,2
Gl 255,B,,6,55,30,-35,26.4,0.04,296.9,,,F8 IV-V,,7.1,*,,,,,,,,,,,684,136,684,136,,6.3,*,,d,,,,,CD-35  32333,,,,,14.63128927,1.812960761,-0.603185789,0.263009557,48,2
Gl 256,,p,6,56,7,-12,55.3,0.119,134.4,-7.7,,K4 V,,9.15,,,1.16,,,1.06,,,0.5,,,368,107,47,7,r,7.51,,,d,13,-3,4,51849,BD-12  1724,,,V485,,212.7667408,1.815651476,-0.193353392,0.086287477,64,0
Gl 257,A,,6,56,21,-44,13.3,1.134,265,,,M3,K,11.5,,,1.66,,J,1.21,,J,1.12,,J,1169,81,1169,81,,11.8,,,b,,,,,CD-44  30452,,222,,,8.573834372,1.816669585,-0.764076058,0.001659066,73,1
Gl 257,B,,6,56,21,-44,13.3,1.134,265,,,M3,K,11.7,*,,,,,,,,,,,1169,81,1169,81,,12,*,,b,,,,,CD-44  30453,,,,,8.573834372,1.816669585,-0.764076058,0.001379938,73,1
GJ 1093,,,6,56,29,19,25.8,1.225,137.3,,,m,,14.83,,,1.93,,,,,,1.6,,,1289,35,1289,35,,15.38,,,a,,,,,,G109-035,223,,,7.779476951,1.817251362,0.339117474,6.1347E-05,72,0
NN,,,6,56,53,-10,11.2,0.729,181.9,,,m,,13.5,:,,,,,,,,1.2,,,,,51,10,r,12,:,,d,,,,,,,1887,,LTT 2704,196.0792814,1.818996691,-0.171274977,0.001379938,72,0
NN,,,6,57,36,32,2.5,0.684,150.6,,,DC9,,16.57,,,0.96,,,0.42,,,,,,536,9,536,9,,15.22,,,a,,,,,,,1889,W485,LP 308-010,18.66565275,1.822123739,0.559232581,7.1088E-05,72,0
Gl 257.1,,q,6,57,49,48,27.4,0.7,127.3,-22.8,,K3 V,,8,,,0.99,,,0.87,,,,,,332,79,54,8,r,6.66,,,d,23,-56,25,51866,BD+48  14690,G107-042,1890,,,185.1860852,1.823069126,0.845728378,0.188783686,63,0
Gl 258,,,6,59,7,68,21.7,0.341,82,,,M3.5,K,11.96,,,1.53,,,,,,1.08,,,565,136,565,136,,10.7,,,e,,,,,,G250-033,,,,17.70853522,1.828741446,1.193136165,0.004569673,73.5,1
Gl 259,,,6,59,11,-25,52.6,0.207,79.7,12.6,,K0 Ve,,6.71,,,0.89,,,0.62,,,0.3,,,674,136,74,11,r,6.06,,,d,-5,-14,11,52698,CD-25  39130,,,,,135.1363685,1.829032334,-0.421031593,0.328077345,60,0
Gl 260,,,6,59,25,-61,16.1,0.3,323.8,21.3,,K0 IV-V,,6.82,,,0.8,,,0.43,,,0.39,C,,615,136,63,11,r,5.82,,,d,-21,-17,-15,53143,CP-61   7540,,,,,158.7312087,1.830050443,-1.059967544,0.409242712,60,2
Gl 261,,,6,59,27,-6,22.1,0.898,185,,,DA,,15.27,,,0.88,,,,,,,,,790,246,790,246,,14.8,,,e,,,,,,,1892,W,L 886-6,12.67140411,1.830195887,-0.098291126,0.000104666,72,0
NN,,,6,59,54,52,47.5,1.166,141.7,,,M4.5,K,13.3,,,1.84,,,,,,1.43,,,1091,28,1091,28,,13.49,,,a,,,,,,G193-027,224,,LFT 506,9.184111457,1.832159382,0.921388401,0.000349808,74.5,1
NN,,,6,59,56,-67,50.9,0.24,351,38.6,,K3 III,,5.17,,,1.4,,,1.65,,,0.52,,,411,131,411,131,,3.2,,,e,-22,-40,-14,53501,CP-67   6860,,,,LTT 2717,24.33775159,1.832304826,-1.154564389,4.571222891,63,2
NN,,,7,0,5,34,46.2,0.183,331,,,m,,13.17,,,,,,,,,1.26,,,,,75,13,r,12.55,,,d,,,,,,,,,LP 255-11,133.3345833,1.832959325,0.606850981,0.000831474,72,0
GJ 1094,,,7,0,17,-6,43.3,0.358,213.9,,,K5 V,,8.38,,,1.08,,,0.96,,,0.4,,,633,33,633,33,,7.39,,,b,,,,52919,BD-06  1902,,,U152,LTT 2722,15.80834324,1.833831989,-0.092124296,0.096371835,65,0
Gl 262,,,7,0,20,29,25.4,0.841,169.1,25.4,,G4 V,,5.94,,,0.6,,,0.04,,,0.21,,,586,119,55,9,r,4.64,,,d,-19,-74,-8,52711,BD+29  14410,,1893,,,181.8190985,1.834050156,0.513534044,1.213400371,54,0
NN,,,7,1,46,25,4.6,0.328,215,,,M1,K,11.62,,,1.48,,,1.16,,,,,,,,40,9,r,9.63,,,d,,,,,,G088-004,,,Ross 874,250.0006667,1.840304252,0.437670399,0.012243516,71,1
Gl 263,,,7,1,56,-10,25.3,0.806,188.5,-87,,M3.5,K,11.29,,,1.52,,,1.1,,,0.97,,,615,54,615,54,,10.23,,,b,98,25,-34,,,,1895,,Ross 54,16.27041713,1.841031473,-0.167173454,0.007045217,73.5,1
Gl 264,,,7,2,18,-43,29.5,0.404,346.6,88,,K5 V,,8.68,,,1.18,,,1.13,,,0.49,,,550,170,60,9,r,7.57,,,d,-54,-74,-20,53680,CP-43  11840,,,U153,,166.6676667,1.842631358,-0.741910376,0.081648196,65,0
Gl 264.1,A,,7,2,25,-43,32.3,0.398,343.8,86.4,,G3 V,,5.55,,,0.64,,,0.05,,,0.22,,,502,84,66,7,r,4.65,,,c,-50,-73,-21,53705,CD-43  29061,,,,,151.5162515,1.843140412,-0.741095889,1.202275306,53,0
Gl 264.1,B,,7,2,25,-43,32.3,0.398,343.8,90.4,,K0 V,,6.79,,,0.8,,,0.37,,,0.28,,,502,84,66,7,r,5.89,,,c,-51,-77,-22,53706,CD-43  29070,,,,,151.5162515,1.843140412,-0.741095889,0.383689204,60,0
Gl 265,A,s,7,2,35,27,32.9,0.122,205.2,-25.3,,M0 Ve,,10.22,,,1.32,,,1.2,,,0.45,,,597,136,597,136,,9.1,,,d,23,-3,-14,,BD+27  13111,,,V014,,16.7603729,1.843867633,0.48080912,0.01994879,70,0
NN,,,7,2,46,67,16.8,0.279,254,,,dM0,M,11.18,,,1.51,,,,,,0.88,,,,,56,10,r,9.92,,,d,,,,,,G250-034,,V242,LTT 11972,178.5723619,1.844667575,1.174257521,0.009373471,70,1
NN,,,7,3,51,48,46.2,0.309,185,,,m,,13.4,,,,,,,,,1.25,,,,,65,12,r,12.46,,,d,,,,,,G107-048,,,,153.8472372,1.849394509,0.851197076,0.000903339,72,0
NN,,,7,4,6,69,56.1,0.344,213,,,m,,12.54,,,,,,,,,1.02,,,,,44,9,r,10.76,,,d,,,,,,G251-027,,,,227.2734606,1.850485339,1.220596012,0.004323983,72,0
Gl 266,,,7,4,32,3,31.8,0.32,183,,,dM0,M,9.84,,,1.29,,,,,,0.53,,,423,103,42,5,r,7.96,,,c,,,,,,G108-056,,V487,,238.0959381,1.852376113,0.061610123,0.057008411,70,1
Wo 9224,,s,7,4,48,-47,30.6,0.2,139,,,k,,10.54,,,1.17,,,1.17,,,0.6,C,,394,153,24,3,r,7.44,,,c,,,,,CD-47  28040,,,,LTT 2738,416.6670667,1.853539666,-0.811403569,0.09203418,72,0
NN,,,7,4,54,29,55.1,0.343,206.6,21,,K3,K,8.32,,,0.93,,,0.58,,,,,,,,40,7,r,6.33,,,d,-25,-30,-24,53927,BD+30  1423,G087-024,,,LTT 11979,250.0006667,1.853975998,0.522173423,0.255841469,63,1
NN,,,7,5,28,30,47.6,,,,,M0,s,11.36,,,1.49,,,1.17,,,0.79,,,,,41,7,r,9.42,,,d,,,,,BD+ 7  1684,,,,Steph 626,243.9031224,1.856448548,0.537445054,0.014856287,70,1
Gl 268,,,7,6,39,38,37.5,1.052,207.9,37.9,SB,M4.5 Ve,,11.49,,,1.71,,,1.2,,,1.37,,,1646,31,1646,31,,12.57,,,a,-44,-20,-8,,,G087-026,226,,Ross 986,6.102854438,1.861611813,0.674133424,0.000816297,74.5,0
NN,A,s,7,6,51,37,45.3,0.367,220,,,sdM6,,14.67,,,1.65,,,1.27,,,1.25,,,415,29,415,29,,12.76,,,b,,,,,,G087-028,,,,24.1033036,1.862484478,0.658949059,0.000685243,76,1
NN,B,s,7,6,52,37,45.3,0.367,220,,,DQ8,,15.68,,,0.3,,,-0.7,,,,,,415,29,415,29,,13.77,,,b,,,,,,G087-029,,W051,,24.1033036,1.8625572,0.658949059,0.000270287,72,0
NN,,,7,8,16,52,21.7,0.24,205,,,M0,s,11.29,,,1.48,,,1.21,,,0.83,,,,,46,8,r,9.6,,,d,,,,,,G193-037,,,,217.392071,1.868665852,0.913883485,0.012586551,70,1
NN,,p,7,8,34,-14,21.5,0.539,302.5,,,K5,K,9.94,,,1.35,,,1.25,,,0.57,,,369,90,44,8,r,8.16,,,d,,,,,BD-14  1750,,1900,,Ross 55,227.2734606,1.869974849,-0.238091999,0.047417102,65,1
NN,,,7,9,27,-48,51.1,0.192,354.1,63.6,,K2 III,,5.12,,,1.26,,,1.27,,,0.47,,,406,239,406,239,,3.2,,,f,-32,-58,-13,55526,BD-48  2765,,,,LTT 2758,24.63730984,1.873829118,-0.822893653,4.571222891,62,2
Gl 268.1,,,7,11,8,-46,40.5,0.172,306.2,1.1,,F0 IV,,4.48,,,0.32,,,-0.01,,,0.2,C,,461,102,461,102,,2.8,,,d,-15,5,-9,55892,CD-46  29770,,,,,21.69965921,1.881174045,-0.791070483,6.607546862,40,2
GJ 1095,,,7,12,8,47,19.9,0.188,170.4,85.2,,G0 V,,5.64,,,0.58,,,0.03,,,,,,393,106,58,9,r,4.46,,,d,-80,-2,33,55575,BD+47  1419,,,,BS 2721,172.4147598,1.885537369,0.826093424,1.432213152,50,0
Gl 268.2,,,7,12,42,-63,15.9,0.623,333.3,-20,,K5 V,,9.1,,,1.25,,,1.22,,,0.53,,,523,72,523,72,,7.69,,,c,-57,18,0,56533,CP-63   7030,,1908,,,19.12917834,1.888009918,-1.094932306,0.073104521,65,0
GJ 1096,,,7,13,3,33,14.8,0.426,198,,,m+,,14.48,,,1.75,,,0.86,?,,1.37,,,671,47,671,47,,13.61,,,b,,,,,,G087-032,,,,14.91431887,1.889537081,0.580263799,0.000313205,72,0
Gl 268.3,,,7,13,14,27,14,0.24,187,,,dM0,M,10.85,,,1.54,,,1.28,,,1.12,,,694,188,126,25,r,11.35,,,d,,,,,BD+27  13480,G109-055,,V490,,79.3671794,1.890337024,0.475311333,0.002511148,70,1
NN,,,7,13,20,58,29.8,0.096,211,,,DA4,,12,:,,,,,,,,,,,,,82,11,w,11.6,:,,c,,,,,,,,W,GD 294,121.9525862,1.890773356,1.020959435,0.001994653,34,1
NN,,s,7,13,33,-12,57.8,0.531,289.3,60,,G2 V,,7.75,,,0.61,,,-0.02,,,0.23,,,432,60,432,60,,5.93,,,d,-72,-15,-40,56274,BD-12  1871,,1910,,LTT 2776,23.15534972,1.891718743,-0.192626172,0.369810122,52,0
Wo 9228,,q,7,13,59,-15,29.7,0.059,251.8,10,,A3 V,,5.44,,,0.08,,,0.06,,,,,,212,162,212,162,,2.1,,,f,-8,-6,-13,56405,BD-15  1734,,,,,47.17334484,1.893609516,-0.253160008,12.59081945,33,0
Gl 268.4,,x,7,14,19,-40,56.6,0.332,309.6,16.3,,G3 V,,9.09,,,0.66,,,0.1,,,0.35,C,,455,119,455,119,,7.4,,,e,-34,-3,-18,56640,CP-40  14030,,,,,21.98560714,1.895063957,-0.681667428,0.095488249,53,0
NN,,,7,14,35,19,39.9,0.426,233.3,,,m,,12.8,,,1.56,,,1.22,,,1.08,,,466,25,466,25,,11.14,,,b,,,,,,G088-019,6,,LTT 17957,21.4669961,1.89622751,0.343218997,0.003047028,72,0
NN,,,7,14,44,39,22,0.28,260,,,M0.5,K,10.33,,,1.51,,,1.2,,,0.8,,,,,66,13,r,9.43,,,d,,,,,,G107-061,,,Ross 987,151.5162515,1.896882009,0.687077949,0.014720077,70.5,1
Gl 268.5,,s,7,15,11,-13,54.6,0.267,216,,,K5,K,12.11,,,1.43,,,,,,0.84,C,,440,188,19,4,r,8.5,,,d,,,,,,,,,,526.3161061,1.898845504,-0.211010307,0.034667964,65,1
Wo 9231,A,,7,15,13,16,37.9,0.062,229.7,-9.2,,A3 V,,3.58,,,0.11,,,0.1,,,-0.05,,,460,64,460,64,,1.89,,,d,8,1,-8,56537,BD+16  1443,,,,,21.74679899,1.898990948,0.290277343,15.277705,33,0
Wo 9231,B,,7,15,13,16,37.9,0.062,229.7,,,,,10,*,,,,,,,,,,,460,64,460,64,,8,*,,e,,,,,,,,,,21.74679899,1.898990948,0.290277343,0.054946262,72,0
Gl 269,A,,7,16,3,-46,53.7,0.578,358.1,59,,K1 V,,7.15,,,0.99,,J,0.78,,J,0.36,,J,816,78,816,78,,6.71,,,c,-43,-53,-3,57095,CD-46  30462,,1911,U155,,12.26851253,1.902627051,-0.787230759,0.180286613,61,0
Gl 269,B,,7,16,3,-46,53.7,0.578,358.1,,,K4 V,,7.9,*,,,,,,,,,,,816,78,816,78,,7.5,*,,c,,,,,CD-46  30463,,,,,12.26851253,1.902627051,-0.787230759,0.087085925,64,0
Gl 270,,,7,16,15,32,55.7,0.574,125.9,-68.9,,dM1.5,W,10.07,,,1.44,,,0.8,?,,0.7,,,603,67,603,67,,8.97,,,c,76,-31,0,,BD+33  15050,G087-033,1912,V016,,16.59380219,1.903499715,0.574707834,0.022486357,71.5,1
Gl 271,A,,7,17,8,22,4.6,0.029,239.1,-15.3,SB,F1 IV-V,,3.53,,,0.34,,,0.04,,,0.1,,,624,57,624,57,,2.51,,,b,14,4,-6,56986,BD+22  16451,,,,Delta Gemini,16.03604575,1.907353984,0.385310521,8.630698511,41,2
Gl 271,B,,7,17,8,22,4.6,0.029,239.1,2.2,,K3 V,,8.2,*,,,,,,,,,,,624,57,624,57,,7.2,*,,c,-3,-1,-1,,,,,,,16.03604575,1.907353984,0.385310521,0.114803164,63,0
NN,,s,7,19,33,30,46.5,0.715,214,,,k-m,,13.34,,,1.5,,,1.04,,,,,,420,33,420,33,,11.46,,,b,,,,,,G087-036,1914,,LTT 17963,23.81652525,1.917898682,0.537125077,0.002269187,72,0
Gl 272,,,7,19,37,46,11.3,0.28,215,-30.3,,dM2,M,10.53,,,1.46,,,,,,0.84,,,586,65,586,65,,9.37,,,c,18,-17,-28,,,G107-065,,V493,,17.074617,1.91818957,0.806138493,0.015556477,72,1
GJ 2057,,,7,20,59,13,4.1,0.44,169.5,38.8,,K2,K,8.2,,,0.94,,,0.8,,,0.34,,,,,43,6,r,6.37,,,d,-17,-60,-4,57901,BD+13  1655,G089-016,,,LTT 12011,232.5588562,1.924152778,0.228085444,0.246586987,62,1
NN,,,7,21,30,-82,54.8,0.676,352.7,,,m,,11.75,,,,,,,,,0.89,,,,,44,8,r,9.97,,,d,,,,,,,1909,,LTT 2823,227.2734606,1.926407162,-1.415229313,0.008951575,72,0
NN,,,7,24,31,22,8.9,0.292,237,,,m,,11.23,,,1.49,,,1.2,,,0.92,,,515,25,515,25,,9.79,,,b,,,,,,G088-028,,,Ross 878,19.42606172,1.939569853,0.38656134,0.010565815,72,0
Gl 273,,,7,24,43,5,22.7,3.761,171.2,18.2,,M3.5,K,9.85,,,1.56,,,1.16,,,1.21,,,2644,20,2644,20,,11.96,,,a,16,-66,-17,,BD+05  16680,G089-019,33,V017,,3.826576997,1.940442518,0.093869625,0.001431728,73.5,1
Gl 273.1,,,7,25,49,32,5.7,0.232,44.4,-4.1,,dK8,M,7.74,,,0.94,,,0.65,,,0.37,,,483,59,483,59,,6.16,,,c,10,11,18,58830,BD+32  15610,G090-001,,V880,,20.71198594,1.945242173,0.560163423,0.299208742,68,1
Gl 274,A,,7,25,54,31,53.1,0.232,41.6,3.1,SB?,F0 V,,4.18,,,0.32,,,-0.03,,,,,,591,50,591,50,,3.04,,,b,2,9,16,58946,BD+32  15621,,,,Rho Gemini,16.93032779,1.945605784,0.556498232,5.297067894,40,0
Gl 274,B,,7,25,54,31,53.1,0.232,41.6,,,,,12.5,*,,,,,,,,,,,591,50,591,50,,11.4,*,,b,,,,,BD+32  15622,,,,,16.93032779,1.945605784,0.556498232,0.002398123,72,0
NN,,,7,26,0,-18,42,0.588,3.9,,,k-m,,13.65,,,,,,,,,1.35,,,,,86,13,r,13.32,,,d,,,,,,,1918,,LTT 2844,116.2805031,1.946042116,-0.301941961,0.000409104,72,0
Wo 9234,,,7,26,9,49,46.7,0.139,133,-26.7,,F6 V,,5.36,,,0.45,,,-0.06,,,,,,447,102,44,5,r,3.58,,,c,25,-18,-4,58855,BD+49  1630,,,,,227.2734606,1.946696614,0.868795813,3.221253745,46,0
Gl 275,,,7,26,11,-51,18,0.283,267.6,3.4,,G5 IV-V,,6.73,,,0.7,,,0.26,,,,,,565,153,565,153,,5.5,,,e,-9,4,-22,59468,CD-51  25070,,,,,17.70853522,1.946842059,-0.884881931,0.549524725,55,2
GJ 1097,,,7,26,14,-3,11.2,0.94,150.9,,,M3,,11.43,,,1.5,:,,1.17,,,1.1,,,908,27,908,27,,11.22,,,a,,,,,,G112-021,1920,,,11.02836376,1.947060225,-0.04910193,0.002830577,73,1
Gl 275.1,,,7,26,52,68,43.7,0.22,238,4,,dM0,M,10.89,,,1.43,,,,,,0.83,,,530,119,55,9,r,9.59,,,d,-15,-2,-12,,,G250-049,,V245,,181.8190985,1.949823663,1.199535706,0.012703018,70,1
NN,,,7,27,0,-7,26.9,0.142,24.8,9.1,,F8 V,,5.86,,,0.48,,,-0.02,,,,,,,,40,5,r,3.87,,,c,-13,2,14,59380,BD- 7  1996,,,,,250.0006667,1.950405439,-0.114348155,2.466148603,48,0
Gl 275.2,A,,7,27,2,48,19.4,1.295,189.8,,,sdM5,,13.56,,,1.71,,,1.22,,,,,,865,23,865,23,,13.25,,,a,,,,,,G107-069,229,,,11.5751229,1.950550883,0.843401272,0.00043635,75,1
Gl 275.2,B,,7,27,6,48,17.8,1.295,189.8,,,DC,,14.63,,,0.99,,,0.36,,,,,,865,23,865,23,,14.32,,,a,,,,,,G107-070,230,W052,,11.5751229,1.950841771,0.842935851,0.00016286,72,0
NN,,,7,27,48,58,2,0.929,178.6,16,,M6  :,,17.4,*,,,,,,,,,,,,,55,4,s,16.1,*,,b,-45,-68,0,,,,1923,,LP 88-196,181.8190985,1.953896098,1.012872743,3.16067E-05,76,1
Gl 276,,,7,28,18,14,43.5,0.297,167.6,65.6,,dK8,M,8.98,,,1.1,,,1.06,,,0.45,,,456,54,456,54,,7.27,,,c,-47,-54,11,59582,BD+14  16840,G089-026,,V247,,21.93742641,1.956077759,0.256999732,0.107634744,68,1
NN,,,7,28,32,39,20.2,0.293,146,,,m,,13.08,,,,,,,,,1.1,,,,,43,9,r,11.25,,,d,,,,,,G111-009,,,,232.5588562,1.957095868,0.68655435,0.002753432,72,0
Gl 277,A,,7,28,40,36,19.8,0.44,231.5,0.1,SB,dM3.5e,W,10.58,,,1.47,,,1.15,,,1.07,,,830,24,830,24,,10.18,,,a,-9,-9,-22,,BD+36  16380,G087-044,,V246,VV Lynx,12.06203723,1.957677644,0.634078117,0.007377264,73.5,1
Gl 277,B,,7,28,39,36,20.4,0.441,231,0.1,,dM4.5e,W,11.78,,,1.52,,,1.18,,,1.22,,,830,24,830,24,,11.38,,,a,-9,-10,-22,,,G087-043,,,Ross 989,12.06203723,1.957604922,0.63425265,0.002442709,74.5,1
GJ 1098,,,7,28,49,64,16.1,0.258,164,,,DC9,,16.38,,,0.91,,,,,,,,,,,55,6,w,15.08,,,c,,,,,,G234-004,,W321,LP 58-247,181.8190985,1.958332143,1.121694021,8.08722E-05,72,0
NN,,,7,28,56,-37,14,0.096,297.4,8.6,,G4 V,,6.64,,,0.63,,,,,,,,,,,44,5,r,4.86,,,c,-11,-4,-7,59967,CD-37  36370,,,,,227.2734606,1.958841197,-0.641699388,0.990831497,54,0
NN,A,s,7,29,11,17,25.7,0.27,238,,,dM0,M,11.02,,,1.38,,,1.28,,,0.67,,,404,46,404,46,,9.05,,,c,,,,,,G088-036,,V498,,24.75920986,1.959932028,0.3041818,0.020888994,70,1
NN,B,s,7,29,10,17,25.7,0.27,238,,,m,,12.95,,,,,,,,,,,,404,46,404,46,,10.98,,,c,,,,,,G088-035,,,Wor 27,24.75920986,1.959859306,0.3041818,0.003530853,72,0
NN,A,,7,29,42,-8,46.3,0.185,209.9,55,,F9 V,,5.9,,,0.54,,,-0.08,,,0.21,,,,,46,6,r,4.21,,,c,-32,-47,-12,59984,BD-08  19641,,,,BS 2883,217.392071,1.962186412,-0.126158216,1.803069912,49,0
NN,B,,7,29,42,-8,46.3,0.185,209.9,,,,,8.6,*,,,,,,,,,,,,,46,6,r,6.9,*,,c,,,,,BD-08  19642,,,,,217.392071,1.962186412,-0.126158216,0.151342097,72,0
Gl 277.1,,,7,29,57,63,3.1,0.424,261.8,,,dM0,M,10.49,,,1.55,,,,,,0.8,,,704,46,704,46,,9.73,,,b,,,,,,G234-005,6,V497,,14.21628558,1.963277242,1.100459182,0.011166169,70,1
NN,,x,7,30,50,22,30.6,1.104,122.8,,,m,,16.46,,,1.6,,,,,,,,,407,10,407,10,,14.51,,,a,,,,,,,231,,LP 365-22,24.57680921,1.967131511,0.392873615,0.000136713,72,0
NN,,,7,31,12,54,58,0.104,291,,,dM0,M,11.29,,,1.55,,,,,,0.98,,,,,71,14,r,10.55,,,d,,,,,,,,V499,,140.8462538,1.968731396,0.959349312,0.005246722,70,1
Gl 278,A,,7,31,25,32,0,0.198,238.9,6,SB,A1 V,,1.94,,,0.04,,J,0.02,,J,,,,683,28,683,28,,1.11,,,a,-10,-4,-10,60179,BD+32  15813,,,,Alpha Gemini,14.65267796,1.969676783,0.558505361,31.33815578,31,0
Gl 278,B,,7,31,25,32,0,0.198,238.9,-1.2,SB,A m,,2.85,,,,,,,,,,,,683,28,683,28,,2.02,,,a,-4,-3,-13,60178,BD+32  15814,,,,BS 2890,14.65267796,1.969676783,0.558505361,13.55362818,72,0
