"Additional remarks (names LTT LFT wolf ross etc)",Distance in Parsecs,right ascension in rads,declination in rads,Luminosity in ('Sol's),Spectrum type,Size
,20.12901007,1.332486162,-0.084648469,27.04396054,33,2
,217.392071,1.336267709,-0.060737458,3.732742901,42,0
LFT 392,208.3341333,1.336485875,0.268867971,0.003836025,73,1
L 737-009,11.05264207,1.336704041,-0.310406807,0.008014882,74,1
LTT 11590,138.8900889,1.337576705,0.851458876,0.004569673,72,1
Wolf 231,169.4925088,1.34375808,0.285739487,0.095488249,60,1
LTT 17752,232.5588562,1.34412169,0.324194909,0.000954667,72,0
LTT 2195,25.06930788,1.349212234,-0.75686203,0.181954866,58,2
,3.914854755,1.351248451,-0.750520667,0.003766006,70,0
,14.21628558,1.351466617,0.342142711,0.008707608,73.5,1
LTT 11613,263.1585281,1.358375212,0.346069702,0.09816361,64,1
LTT 17767,250.0006667,1.358520657,0.138782764,0.000239785,38,1
,250.0006667,1.361647705,-0.24644049,0.575424328,58,0
,256.4109064,1.364411143,-0.115249908,0.013674407,72,0
Alpha Auriga,12.67140411,1.365647418,0.801978791,72.45882765,55,2
,12.67140411,1.365647418,0.801978791,57.55544211,50,2
,13.1188852,1.368774466,0.799215353,0.012471151,72,1
,13.1188852,1.368774466,0.799215353,0.000501,74,1
LTT 2219,208.3341333,1.369428964,-0.534885238,0.005198618,72,0
,18.91241123,1.371319738,1.381922613,2.964989566,46,0
Lambda Auriga,14.40007907,1.377137502,0.699120721,2.355148308,52,2
,25.64752679,1.380119106,1.025380936,0.002398123,72,0
,25.64752679,1.380046384,1.025293669,0.001392707,72,0
,204.0824493,1.381500825,-0.310988584,1.499714669,50,0
ADS 3900 ,12.56034463,1.381718991,-0.050149127,0.113750591,63,0
,12.56034463,1.381718991,-0.050149127,0.002883204,72,1
,163.9354429,1.381718991,-0.358752428,0.043244716,63,1
,163.9354429,1.381718991,-0.358752428,0.000954667,72,0
L 233-030,22.27920002,1.382300768,-0.912341778,0.002290184,72,0
LTT 2235,192.308559,1.382446212,-1.251517429,0.006728115,72,0
,166.6676667,1.382955266,0.066729755,0.026297983,70,0
,232.5588562,1.38310071,0.97246837,0.002936809,72,0
LTT 2240,256.4109064,1.386373203,-0.246236869,0.173765156,63,0
,344.8280695,1.392845465,0.95571321,0.17059343,63,1
,13.03364215,1.394663516,-1.355655408,0.002534385,71.5,0
,212.7667408,1.397136066,0.002850704,0.11693762,65,0
,16.35007374,1.39939045,0.301563806,0.154155896,65,1
,20.62664225,1.399681338,0.392757259,0.000228993,72,0
,15.34829537,1.402808386,0.302611003,2.070215289,48,0
LTT 2265,181.8190985,1.415316579,-0.548993316,0.231189859,62,1
Ross 41,10.04672623,1.41924357,0.167784319,0.000895056,73.5,1
,19.12917834,1.420843455,0.051399946,0.002420313,75,0
,14.05681751,1.422225174,-0.043138721,0.149954517,65,0
LTT 11655,25.32304023,1.422661507,0.218427956,1.148161408,50,0
,25.32304023,1.423025117,0.21807889,0.001379938,72,0
BPM 85872,217.392071,1.424988612,0.271195077,0.023116373,72,1
LP 417-212,217.392071,1.42491589,0.271224166,0.000554422,72,0
LFT 414,29.3311973,1.425206778,0.559436203,0.010372958,73,1
,204.0824493,1.42702483,-1.039256303,0.580748926,55,0
LTT 17817,370.3708204,1.427242996,-1.296285124,1.614396511,48,0
Wolf 1450,18.84124463,1.428479271,-0.044098652,0.004785046,73.5,1
,5.832646968,1.4351697,-0.040404372,0.019227188,71.5,0
LP 892-51,200.0008333,1.436115086,-0.519671785,0.002187104,72,0
LP 16-36,22.13142893,1.436405974,1.387827644,1.85E-05,72,0
Ross 42,14.11619596,1.437714971,0.170838645,0.004284338,74,1
,15.18549573,1.438296748,0.781674794,0.002629501,72,0
,18.4933081,1.439387579,0.512370491,0.004569673,67,1
,222.2229722,1.44084202,0.893346778,0.015992334,73,1
V 371 Orion,15.09401193,1.444914454,0.033393966,0.004829324,72.5,1
Ross 45,196.0792814,1.446441618,0.179623469,0.003943501,73,1
LTT 11679,196.0792814,1.446441618,0.17959438,0.001190848,73.5,1
Ross 411,243.9031224,1.447968781,0.489913921,0.048298695,67,1
Ross 46,12.40503396,1.448768723,0.24175719,0.002534385,73.5,1
GD 69,188.6801286,1.452113938,0.723788041,0.00039069,37,1
LTT 2321,126.5835952,1.455168264,-0.110246631,0.001046776,74,1
,11.62876428,1.456186373,0.197193117,0.035312521,70,1
,17.80296443,1.457640814,0.36139951,0.239866482,54,2
LFT 420,25.19553476,1.458658922,0.897361035,0.448727739,62,0
,238.0959381,1.46316769,0.792757635,0.288385548,55,1
LTT 2337,263.1585281,1.463458578,-1.067501548,0.111674308,65,0
Nu(2) Columba,204.0824493,1.465131185,-0.476154909,2.754365682,45,0
,24.21995976,1.468112789,-0.117984257,6.026127114,34,2
,357.1433238,1.468258233,-0.71567226,1.16950838,50,0
LTT 2342,250.0006667,1.469349064,-0.800640706,0.630943081,55,0
LTT 2343,250.0006667,1.469421786,-0.800640706,0.072434262,65,0
,12.10569277,1.47167617,0.933111196,0.409242712,61,0
Riepe,10.3573959,1.471967058,0.432521677,0.000106612,72,0
,11.62876428,1.47240339,0.93325664,0.014720077,71,1
,212.7667408,1.47240339,0.220376907,0.011269493,73,1
,212.7667408,1.479675595,0.267268086,0.022486357,70,1
,6.03384602,1.48018465,0.217962535,0.000765327,74,1
LP 658-44,12.81712325,1.482511755,-0.078510728,0.000110613,72,0
,13.97842092,1.488256798,1.086089305,0.04206612,67,1
LFT 429,161.2913559,1.488474964,-1.387391311,1.247397049,51,0
,208.3341333,1.490438459,0.564992168,0.206998131,55,1
LP 33-436,23.59197381,1.49225651,1.217076265,0.000124683,72,0
Gamma Lepus,8.02725974,1.493929118,-0.375885743,2.070215289,46,0
,8.02725974,1.493783674,-0.376351164,0.197681233,62,0
,17.64613785,1.494801782,0.65054239,0.30759188,61,0
Wolf 237,25.51673859,1.496765278,0.769806555,0.004167573,74,1
LP 658-33,16.01042142,1.503819317,-0.083514005,0.000340275,72,0
Zeta Lepus,20.54199982,1.503964761,-0.22968533,13.93336956,33,0
Steph 578,238.0959381,1.504182927,0.000523599,0.019765889,70,1
,312.5005333,1.505782812,-1.218588884,0.496575258,60,0
LTT 17868,222.2229722,1.508328084,0.135233928,0.000903339,72,0
,10.48713781,1.509200749,-0.622326234,0.004874011,73,1
LTT 2376,238.0959381,1.509491637,-0.189280957,0.019584665,70.5,1
LTT 2379,175.4395465,1.509709803,-0.828391441,0.034035171,70,0
LTT 2380,169.4925088,1.510146135,-0.067951486,1.028017692,52,0
Beta Pictor,16.73237885,1.510146135,-0.888663477,7.047606158,35,0
LTT 17876,11.06482152,1.521781664,0.003287037,0.000161367,72,0
Ross 59,19.16579089,1.527890316,0.423358699,0.015132499,71.5,1
,19.69350859,1.529635645,-0.104719755,0.044456333,70,0
BS 2047,9.716525714,1.53334447,0.353749151,1.419081902,50,0
,163.9354429,1.533998968,0.855182245,0.172171989,62,1
,256.4109064,1.535307965,0.037408224,0.167479597,63,0
,434.782992,1.536689684,-0.150011049,0.08549635,70,1
LP 658-002,6.485820632,1.538725902,-0.067253354,6.02E-05,72,0
,21.10494848,1.54112573,0.243037098,0.870957683,55,2
,19.7712817,1.543380113,-1.097724833,4.571222891,61,2
,8.014493247,1.543671001,0.093724181,0.000127001,72,0
Eta Lepus,13.63621923,1.545198164,-0.241291769,5.248501711,41,2
,131.580214,1.54999782,1.022646586,0.012020036,71,1
,131.580214,1.551306817,1.022268432,0.000569955,72,0
LDS 1201,20.21027256,1.550943207,1.189645507,0.002465313,72,0
LP 57-40,20.21027256,1.55072504,1.189383708,0.001689911,72,0
,22.58074846,1.552761258,0.784438232,77.28454911,32,2
LTT 2421,250.0006667,1.55283398,-0.058439441,0.870957683,50,1
LP 659-4,250.0006667,1.552543092,-0.058730329,0.000165888,72,0
LTT 11755,7.586374862,1.556470083,1.040361678,0.001027669,72,0
LTT 17897,5.398862717,1.559597131,0.047211156,0.000737643,74,1
,21.32978029,1.562942345,-0.644724626,0.143205128,55,0
,151.5162515,1.564105898,-0.540412114,0.097263596,65,0
,151.5162515,1.564105898,-0.540412114,0.045701897,72,0
,151.5162515,1.564105898,-0.540412114,0.095488249,65,0
,9.294428903,1.564687674,0.870453876,0.000122407,72,0
,9.541332059,1.56948733,1.433468003,0.00496463,72.5,1
LFT 446,222.2229722,1.569560052,0.834500093,0.001137249,73.5,1
LP 779-10,204.0824493,1.571814436,-0.343218997,0.001819137,72,0
Ross 60,20.88481219,1.574214263,0.456519955,0.001293773,73.5,1
,196.0792814,1.576977701,0.326347481,0.214766831,55,1
,250.0006667,1.582213689,1.186562092,0.068539805,68,1
,204.0824493,1.583013632,0.617788378,1.306188014,50,0
LTT 2450,24.88232315,1.58403174,-0.784787298,1.513592042,50,2
LTT 2452,250.0006667,1.584977127,-0.954636923,0.007514425,72,0
,15.32482443,1.587449677,0.271398699,0.405490569,60,1
Ross 70,243.9031224,1.587813287,0.585645231,0.005494005,73,1
LFT 453,322.5811618,1.594430994,-1.02058128,0.373232102,60,0
LFT 454,416.6670667,1.596758099,0.463675805,0.007242608,73,1
Wolf 1058,28.82422795,1.604248471,0.45294203,0.017374552,71.5,1
,9.937454857,1.60635741,0.180525222,0.00501057,72.5,1
,9.937454857,1.60635741,0.180525222,0.000870662,72,0
,5.746807255,1.607739129,-0.3518002,0.015845708,71,0
,250.0006667,1.60919357,1.106742368,0.072434262,68,1
LTT 11802,256.4109064,1.611375232,0.1186533,1.018592309,54,0
,133.3345833,1.611884286,-0.743364817,0.001819137,73.5,1
LTT 2482,370.3708204,1.614065948,-0.705782061,0.229070194,62,0
,181.8190985,1.61486589,0.902073424,0.002069513,72,0
LTT 11803,227.2734606,1.615738555,1.235751288,0.478612781,57,1
,17.58417936,1.616320331,0.185790299,0.704680962,52,0
LFT 461,270.2708869,1.618138383,-1.131322421,0.01836178,72,0
BS 2225,163.9354429,1.621774485,-0.386619518,0.65462256,55,0
Alpha Mensa,8.783287483,1.621992652,-1.278686388,0.619426512,55,0
ADS 4842,217.392071,1.622719872,0.334666884,3.435787624,46,0
LTT 11823,23.04870958,1.630282965,0.214471876,4.571222891,45,2
,163.9354429,1.634573567,0.08930268,1.22462838,49,0
,163.9354429,1.634209956,0.089622657,0.000999661,72,0
LTT 2510,227.2734606,1.63893689,-1.026428133,1.202275306,53,0
LTT 2511,227.2734606,1.63893689,-1.026428133,0.001037179,24,1
Ross 417,14.80417208,1.64460921,-0.093782358,0.001137249,74,1
,238.0959381,1.64744537,0.77265726,0.006079827,72,0
,22.32889699,1.649699753,0.118304234,0.000122407,39,1
LTT 2531,131.580214,1.657335569,-0.371726042,0.007514425,71.5,1
Ross 64,8.353366984,1.665116828,0.409599687,0.000359609,74.5,1
,22.27920002,1.665262273,0.981020484,0.000654401,72,0
BS 2318,222.2229722,1.670207372,-0.475602221,1.191252241,50,0
ADS 5054,15.02612076,1.672170868,0.327918278,0.387239612,62,0
LTT 2558,285.714869,1.680606626,-0.421991524,2.654732785,49,0
LTT 2559,285.714869,1.680606626,-0.421991524,0.016746067,67,1
Ross 614,4.17115221,1.687951553,-0.02146755,0.000524613,74.5,1
,4.17115221,1.687951553,-0.02146755,2.19E-05,72,0
Steph 598,192.308559,1.689187828,0.874119067,0.011800634,70,1
LP 205-49,111.1126111,1.694278371,0.724922505,0.000125837,72,0
L 597-031,14.87006361,1.702205075,-0.436477757,0.005246722,70,1
,200.0008333,1.703295906,-0.74182311,0.020319684,72,0
LTT 2392 L 59-3,238.0959381,1.713695159,-1.188220155,0.003161384,72,0
L 182-044,14.09634734,1.715295044,-1.003593409,0.003871521,72,0
USNO 705,18.15800691,1.716240431,0.203650835,0.000585924,72,0
,10.10735297,1.720531032,0.307236126,0.012471151,71,1
Nu Canis Majoris,18.2906555,1.721330975,-0.327918278,7.586530308,61,2
,14.35882555,1.727512349,-0.837845307,0.025346714,60,1
LTT 11891,217.392071,1.731948394,0.49980412,0.007242608,72,0
BS 2468,217.392071,1.7342755,-1.056127819,1.202275306,50,0
,217.392071,1.7342755,-1.056127819,0.199510446,72,0
,21.06055033,1.735439053,1.389689328,2.55870388,48,0
,17.55336325,1.73747527,0.419053553,0.149954517,66,1
Wolf 289,250.0006667,1.7392206,0.276023821,0.001689911,73,1
LTT 2621,250.0006667,1.740093264,-0.95004089,0.057535929,67,0
LTT 11898,26.46132751,1.740456874,1.255706219,0.026297983,67,1
,156.2510667,1.743365757,0.063384541,0.003190638,72,0
,156.2510667,1.743583923,0.063588162,0.000990496,72,0
LP 121-41,19.20254405,1.74489292,0.893637666,0.003403132,73.5,1
,19.20254405,1.74489292,0.893637666,0.000346601,72,0
Xi Gemini,19.92868785,1.756164838,0.226049227,15.70575104,45,2
LTT 11914,21.23927454,1.757764723,0.56912278,0.121326323,63,0
LTT 11915,21.23927454,1.757910167,0.569093691,0.005295272,70.5,1
,250.0006667,1.757837445,-0.466119266,1.432213152,52,0
Alpha Canis Majoris,2.693298682,1.758201055,-0.267966218,22.4939832,31,0
,2.693298682,1.758201055,-0.267966218,0.002534385,32,1
Psi(5) Auriga,15.11677916,1.759000998,0.761487153,1.599594911,50,0
,243.9031224,1.760673605,-0.528223898,2.228522804,46,0
L 1534-001,15.984879,1.763873375,0.655981999,0.003341015,32,1
,18.32412148,1.766200481,0.044913139,0.00015553,38,1
,19.7712817,1.769109363,1.053946158,0.125879735,70,1
,22.58074846,1.769109363,0.649262482,0.002050539,72,0
,13.20525394,1.770127472,0.649175215,0.000474064,72,0
LP 254-40,250.0006667,1.772672744,0.614384986,0.0465516,65,1
Alpha Pictor,19.65485132,1.778854118,-1.049175591,16.59815772,37,2
,178.5723619,1.779435894,0.82792602,0.070460132,66,1
,20.62664225,1.782417499,-0.793077612,3.162456379,45,2
LTT 11937,10.94422666,1.7867081,1.063720001,0.003907345,73.5,1
LTT 11938,188.6801286,1.787217154,0.31997703,0.001659066,72,0
,9.200911599,1.788380707,-0.085317512,0.169029343,63,0
,9.200911599,1.788380707,-0.085026623,0.006728115,72,1
LFT 496,24.16149075,1.795798356,-0.480489143,1.958909325,55,2
,5.78940405,1.795871078,0.581863684,0.002856769,74,1
BS 2564,256.4109064,1.796889187,0.231139771,7.24506382,39,0
,256.4109064,1.796889187,0.231139771,0.483041549,56,0
,344.8280695,1.79841635,0.213424679,0.062508762,71.5,1
,169.4925088,1.798707238,0.444011762,1.270589041,50,0
,17.074617,1.798998126,0.960774664,0.00501057,72,0
A LTT 11946,26.25307024,1.801979731,0.700691517,0.135505646,65,0
B LTT 11947,26.25307024,1.801979731,0.700691517,0.021873512,71,1
,77.52152989,1.803288728,1.088998187,0.000181893,72,0
,14.37942265,1.805761277,-0.956585874,0.097263596,57,0
,178.5723619,1.805833999,0.538026831,0.035969062,67,1
,500.0003333,1.80939738,-1.279966296,1.888050248,48,0
,208.3341333,1.812378984,0.249378461,0.183638557,55,1
BS 2612,14.63128927,1.812960761,-0.603185789,0.319135894,48,2
,14.63128927,1.812960761,-0.603185789,0.263009557,48,2
,212.7667408,1.815651476,-0.193353392,0.086287477,64,0
,8.573834372,1.816669585,-0.764076058,0.001659066,73,1
,8.573834372,1.816669585,-0.764076058,0.001379938,73,1
,7.779476951,1.817251362,0.339117474,6.13E-05,72,0
LTT 2704,196.0792814,1.818996691,-0.171274977,0.001379938,72,0
LP 308-010,18.66565275,1.822123739,0.559232581,7.11E-05,72,0
,185.1860852,1.823069126,0.845728378,0.188783686,63,0
,17.70853522,1.828741446,1.193136165,0.004569673,73.5,1
,135.1363685,1.829032334,-0.421031593,0.328077345,60,0
,158.7312087,1.830050443,-1.059967544,0.409242712,60,2
L 886-6,12.67140411,1.830195887,-0.098291126,0.000104666,72,0
LFT 506,9.184111457,1.832159382,0.921388401,0.000349808,74.5,1
LTT 2717,24.33775159,1.832304826,-1.154564389,4.571222891,63,2
LP 255-11,133.3345833,1.832959325,0.606850981,0.000831474,72,0
LTT 2722,15.80834324,1.833831989,-0.092124296,0.096371835,65,0
,181.8190985,1.834050156,0.513534044,1.213400371,54,0
Ross 874,250.0006667,1.840304252,0.437670399,0.012243516,71,1
Ross 54,16.27041713,1.841031473,-0.167173454,0.007045217,73.5,1
,166.6676667,1.842631358,-0.741910376,0.081648196,65,0
,151.5162515,1.843140412,-0.741095889,1.202275306,53,0
,151.5162515,1.843140412,-0.741095889,0.383689204,60,0
,16.7603729,1.843867633,0.48080912,0.01994879,70,0
LTT 11972,178.5723619,1.844667575,1.174257521,0.009373471,70,1
,153.8472372,1.849394509,0.851197076,0.000903339,72,0
,227.2734606,1.850485339,1.220596012,0.004323983,72,0
,238.0959381,1.852376113,0.061610123,0.057008411,70,1
LTT 2738,416.6670667,1.853539666,-0.811403569,0.09203418,72,0
LTT 11979,250.0006667,1.853975998,0.522173423,0.255841469,63,1
Steph 626,243.9031224,1.856448548,0.537445054,0.014856287,70,1
Ross 986,6.102854438,1.861611813,0.674133424,0.000816297,74.5,0
,24.1033036,1.862484478,0.658949059,0.000685243,76,1
,24.1033036,1.8625572,0.658949059,0.000270287,72,0
,217.392071,1.868665852,0.913883485,0.012586551,70,1
Ross 55,227.2734606,1.869974849,-0.238091999,0.047417102,65,1
LTT 2758,24.63730984,1.873829118,-0.822893653,4.571222891,62,2
,21.69965921,1.881174045,-0.791070483,6.607546862,40,2
BS 2721,172.4147598,1.885537369,0.826093424,1.432213152,50,0
,19.12917834,1.888009918,-1.094932306,0.073104521,65,0
,14.91431887,1.889537081,0.580263799,0.000313205,72,0
,79.3671794,1.890337024,0.475311333,0.002511148,70,1
GD 294,121.9525862,1.890773356,1.020959435,0.001994653,34,1
LTT 2776,23.15534972,1.891718743,-0.192626172,0.369810122,52,0
,47.17334484,1.893609516,-0.253160008,12.59081945,33,0
,21.98560714,1.895063957,-0.681667428,0.095488249,53,0
LTT 17957,21.4669961,1.89622751,0.343218997,0.003047028,72,0
Ross 987,151.5162515,1.896882009,0.687077949,0.014720077,70.5,1
,526.3161061,1.898845504,-0.211010307,0.034667964,65,1
,21.74679899,1.898990948,0.290277343,15.277705,33,0
,21.74679899,1.898990948,0.290277343,0.054946262,72,0
,12.26851253,1.902627051,-0.787230759,0.180286613,61,0
,12.26851253,1.902627051,-0.787230759,0.087085925,64,0
,16.59380219,1.903499715,0.574707834,0.022486357,71.5,1
Delta Gemini,16.03604575,1.907353984,0.385310521,8.630698511,41,2
,16.03604575,1.907353984,0.385310521,0.114803164,63,0
LTT 17963,23.81652525,1.917898682,0.537125077,0.002269187,72,0
,17.074617,1.91818957,0.806138493,0.015556477,72,1
LTT 12011,232.5588562,1.924152778,0.228085444,0.246586987,62,1
LTT 2823,227.2734606,1.926407162,-1.415229313,0.008951575,72,0
Ross 878,19.42606172,1.939569853,0.38656134,0.010565815,72,0
,3.826576997,1.940442518,0.093869625,0.001431728,73.5,1
,20.71198594,1.945242173,0.560163423,0.299208742,68,1
Rho Gemini,16.93032779,1.945605784,0.556498232,5.297067894,40,0
,16.93032779,1.945605784,0.556498232,0.002398123,72,0
LTT 2844,116.2805031,1.946042116,-0.301941961,0.000409104,72,0
,227.2734606,1.946696614,0.868795813,3.221253745,46,0
,17.70853522,1.946842059,-0.884881931,0.549524725,55,2
,11.02836376,1.947060225,-0.04910193,0.002830577,73,1
,181.8190985,1.949823663,1.199535706,0.012703018,70,1
,250.0006667,1.950405439,-0.114348155,2.466148603,48,0
,11.5751229,1.950550883,0.843401272,0.00043635,75,1
,11.5751229,1.950841771,0.842935851,0.00016286,72,0
LP 88-196,181.8190985,1.953896098,1.012872743,3.16E-05,76,1
,21.93742641,1.956077759,0.256999732,0.107634744,68,1
,232.5588562,1.957095868,0.68655435,0.002753432,72,0
VV Lynx,12.06203723,1.957677644,0.634078117,0.007377264,73.5,1
Ross 989,12.06203723,1.957604922,0.63425265,0.002442709,74.5,1
LP 58-247,181.8190985,1.958332143,1.121694021,8.09E-05,72,0
,227.2734606,1.958841197,-0.641699388,0.990831497,54,0
,24.75920986,1.959932028,0.3041818,0.020888994,70,1
Wor 27,24.75920986,1.959859306,0.3041818,0.003530853,72,0
BS 2883,217.392071,1.962186412,-0.126158216,1.803069912,49,0
,217.392071,1.962186412,-0.126158216,0.151342097,72,0
,14.21628558,1.963277242,1.100459182,0.011166169,70,1
LP 365-22,24.57680921,1.967131511,0.392873615,0.000136713,72,0
,140.8462538,1.968731396,0.959349312,0.005246722,70,1
Alpha Gemini,14.65267796,1.969676783,0.558505361,31.33815578,31,0
BS 2890,14.65267796,1.969676783,0.558505361,13.55362818,72,0
YY Gemini,14.65267796,1.969749505,0.558156295,0.044048735,70.5,1
LP 365-24,181.8190985,1.970694892,0.391797328,0.007242608,72,0
,14.67412944,1.97098578,0.019256799,0.003161384,72,0
,20.84133548,1.971858444,-0.380714488,6.252289425,46,2
LTT 2893,357.1433238,1.978912484,-0.051632657,1.513592042,50,1
LTT 17993,61.73109514,1.979712426,0.12557644,0.000170536,72,0
LFT 536,25.19553476,1.984512082,0.49561533,0.001599053,73,1
L 240-16,161.2913559,1.984730248,-0.87600984,0.002376135,72,0
LP 4-258,208.3341333,1.986621021,1.485275193,0.002856769,72,0
LTT 17998,37.88318824,1.991275232,0.586110652,0.023116373,72,0
LP 256-44,37.88318824,1.991347954,0.58613974,8.71E-05,72,0
LTT 2906,126.5835952,1.991784287,-0.364744725,0.002883204,72,0
Alpha Canis Minor,3.547041514,1.992656951,0.093462381,7.516973181,45,2
,3.547041514,1.992656951,0.093462381,0.000549338,72,0
,14.29738763,1.993166006,0.04020075,0.025346714,70,1
,13.47134152,1.99614761,-0.044011386,0.208913555,62,0
,13.47134152,1.996438498,-0.04392412,0.04206612,65,1
,277.7783778,1.998474716,0.861145453,0.086287477,68,1
L 745-046,8.947265449,1.998547438,-0.291644518,0.00043635,72,0
,8.947265449,1.998547438,-0.291644518,1.87E-05,72,0
LTT 12058,208.3341333,2.003856147,0.090058989,0.00310368,72,0
LTT 12062,204.0824493,2.008437637,0.31948252,0.010565815,72,0
,18.4933081,2.013237292,-0.784612765,2.8055757,56,2
Ross 882,6.234256165,2.016146174,0.064228116,0.001106254,74.5,1
,250.0006667,2.016655229,1.227519152,0.794319257,55,1
Beta Gemini,9.986826038,2.017018839,0.491281096,30.20456947,60,2
,232.5588562,2.017673337,0.03947353,0.03907787,70,1
,16.01042142,2.023345657,-0.592132038,1.599594911,50,0
,16.01042142,2.023927434,-0.561646953,5.15E-05,72,0
Ross 391,21.42106155,2.027927147,-0.212755636,0.00999774,71,1
,12.49775451,2.028654367,1.45772808,0.00078677,72,0
Wolf 1421,15.00362619,2.030036086,0.357908852,0.005103728,72,1
LP 543-33,17.074617,2.040071729,0.128194434,5.34E-05,72,0
LP 543-32,17.074617,2.039999007,0.128252611,4.09E-05,72,0
,16.53901326,2.042544279,1.403157452,0.564921139,58,0
LTT 2959,303.030853,2.044289608,-1.025380936,0.801669365,55,0
LTT 12076,15.93403836,2.047198491,0.099192879,0.00027786,72,0
LP 603-1,8.806341584,2.047852989,0.002356194,0.000267809,72,0
LP 603-2,8.806341584,2.047925711,0.002385283,6.60E-05,72,0
ADS 6420,15.95941811,2.048362043,-0.213570123,1.137634487,49,0
,15.95941811,2.048362043,-0.213570123,0.75161236,54,0
,21.4669961,2.049452874,-0.869552122,0.038012838,62,1
Steph 665,217.392071,2.04967104,0.454803714,0.149954517,64,1
LTT 12080,250.0006667,2.050252817,0.112399204,0.002050539,72,0
,22.68308863,2.052361756,0.536892367,0.214766831,52,0
BS 3079,14.31780829,2.0525072,-0.583318125,1.706127128,45,0
,14.31780829,2.0525072,-0.583318125,0.066060533,63,1
,28.17493162,2.059415795,0.338157543,0.534547925,66,1
,232.5588562,2.059706684,-0.012566371,0.501170239,58,0
LTT 2982,125.0013333,2.063270064,-0.502480292,0.00060234,74,1
L 97-12,6.935025743,2.063270064,-1.158200492,9.72E-05,72,0
,8.117786011,2.0716331,0.723409886,0.000903339,72,0
ADS 6487,18.91241123,2.074396538,0.01183915,0.185337827,65,0
,18.91241123,2.074396538,0.01183915,0.001513079,72,0
LTT 12102,142.8583095,2.074687426,0.12950343,0.000549338,72,0
LDS 3768,208.3341333,2.075560091,0.272998584,0.00075831,72,0
LDS 3768,208.3341333,2.075487369,0.272940406,0.000346601,72,0
LTT 3008,188.6801286,2.076505478,-0.561646953,0.090354285,65,0
,19.53978594,2.076723644,-0.427838377,0.141892151,63,0
LP 424-4,232.5588562,2.078178085,0.271020544,0.005494005,72,0
LTT 12105,238.0959381,2.079632526,0.366315521,0.409242712,60,0
LTT 3016,23.93041306,2.080214302,-0.57924569,0.328077345,56,0
LTT 3018,119.0490191,2.080432468,-0.612930544,0.195868792,60,1
BS 3138,15.88352074,2.080723357,-1.04425958,1.258939641,52,0
,15.88352074,2.081305133,-1.044346847,0.024429854,72,0
,15.88352074,2.081305133,-1.044346847,0.000870662,72,0
,19.42606172,2.083268628,0.512545024,0.519979305,58,0
,322.5811618,2.08334135,0.24324072,0.064854734,65,1
,188.6801286,2.086759287,-0.665115889,0.042455372,67,0
,243.9031224,2.093449716,0.060824724,0.001659066,72,0
LP 544-12,243.9031224,2.093304272,0.060650192,8.71E-05,72,0
,232.5588562,2.098249371,0.769748378,0.054946262,65,1
LTT 3046,144.9286862,2.103703525,-1.119134205,0.255841469,61,0
,18.35771034,2.105230688,0.597309848,0.025817967,70,1
LP 123-75,188.6801286,2.105812465,0.978082513,0.007941397,70,1
Steph 681,172.4147598,2.107266906,0.461203255,0.021277369,70,1
LTT 18035,185.1860852,2.1098849,0.644201027,0.001976366,72,0
LP 89-101,200.0008333,2.112284727,1.02378105,0.002936809,72,0
ADS 6597,370.3708204,2.113884612,0.131423293,0.078694759,68,1
,370.3708204,2.113884612,0.131423293,0.053943331,68,1
,19.42606172,2.116066274,-0.501723982,0.625158278,54,2
,270.2708869,2.117011661,1.219461548,1.499714669,48,0
LTT 12130,169.4925088,2.117520715,0.370969733,0.028835295,65,1
LTT 12131 ,169.4925088,2.117520715,0.370940644,0.009547746,72,0
,172.4147598,2.119556932,0.575435054,0.024655912,70.5,1
,172.4147598,2.11948421,0.575347788,0.003663367,73,1
LTT 3059,232.5588562,2.12232037,-1.149299312,0.001270158,72,0
LTT 12136,200.0008333,2.123193035,0.384903278,0.006605307,72,0
,18.87676076,2.13010163,-1.06203285,3.872833832,45,0
LTT 12143,181.8190985,2.13046524,0.072082098,0.001137249,72,0
,20.49993887,2.130828851,-0.215519074,2.228522804,47,0
L 818-040,20.49993887,2.130392518,-0.215286363,0.006853206,73,1
LFT 567,22.89058015,2.131556071,0.569239136,0.862972305,54,0
L 242-066,147.0599569,2.132356014,-0.893114067,0.003697265,72,0
Ross 619,6.781486604,2.134464953,0.156992366,0.000293648,75,1
LTT 3077,222.2229722,2.138755554,-1.447139749,0.004091502,72,0
,222.2229722,2.139846385,-0.121271294,0.288385548,60,1
L 674-015,5.910782097,2.140137273,-0.35968327,0.00043635,74,1
ADS 6664,18.25731172,2.141664436,-0.213657389,0.036976833,70,0
,18.25731172,2.141664436,-0.213657389,0.015132499,72,0
LTT 3084,23.98776676,2.143118877,-0.691441272,0.087085925,58,1
,125.0013333,2.145882315,0.180496133,0.159941412,55,1
Ross 620,188.6801286,2.146100481,0.229947129,0.089525871,64,1
,8.790958672,2.153590853,0.025423629,0.006136086,72,0
,140.8462538,2.156863345,-0.598153423,0.218759843,60,0
,140.8462538,2.156863345,-0.598153423,0.006605307,72,0
LTT 18046,166.6676667,2.158754119,0.545997168,0.007941397,72,0
LTT 3096,158.7312087,2.159190451,-1.326450232,0.003979992,72,0
,21.60599074,2.16020856,0.537008722,0.11693762,64,0
,12.62356685,2.164280995,-0.201381907,0.564921139,57.5,0
