Additional remarks (names LTT LFT wolf ross etc),Distance in Parsecs,right ascension in rads,declination in rads,Luminosity in ('Sol's),Spectrum type,Size
,222.2229722,3.183771444,0.856956663,0.002936809,72,0
,13.32810414,3.184498664,0.955771387,0.018703168,71.5,1
,13.32810414,3.184571386,0.955829565,0.000717539,72,0
LTT 4574,434.782992,3.184644108,-0.103352581,0.17059343,63,1
LTT 18204,200.0008333,3.185007719,0.697346303,0.009547746,72,0
,21.5131283,3.185007719,-0.020740329,0.428530696,54,0
LTT 13397,277.7783778,3.186971214,0.180117979,0.457070624,58,0
Wolf 1438,285.714869,3.188861987,0.296327818,0.01169244,71.5,1
FK 2978,6.804306892,3.189080154,0.183957703,0.181954866,32,1
LTT 13408,8.479969045,3.192934422,0.015766141,0.000201288,72,0
LTT 13409,243.9031224,3.193516199,0.434121563,0.007110409,72,0
,185.1860852,3.196934135,0.855414955,0.018531688,72,0
Delta Ursa Majoris,17.70853522,3.19817041,1.000248194,13.06335659,33,0
,250.0006667,3.198243132,0.688794189,0.009547746,72,0
,227.2734606,3.203697286,0.77981311,0.095488249,64,0
LP 554-64,21.74679899,3.204133618,0.056606845,0.002013111,73,1
,21.74679899,3.204133618,0.056606845,0.000307488,72,0
San 39,196.0792814,3.204715395,0.54864425,0.00073088,74,1
LFT 894,303.030853,3.208569664,0.818588508,0.020133383,71.5,1
San 47,153.8472372,3.212496654,0.524325996,6.02E-05,72,0
,6.565775378,3.213732929,0.198967535,0.000111636,72,0
LFT 896,20.08862369,3.215478259,0.500182275,0.019584665,72,0
,16.84492091,3.219187083,0.458643439,0.855060141,40,2
RST 5366,158.7312087,3.219550694,0.01503892,0.01994879,70,0
LFT 898,12.59187613,3.226313844,0.74033958,0.02290443,70,0
LTT 13466,277.7783778,3.228350062,0.444186295,0.018876235,70,1
,144.9286862,3.23074989,-0.79683007,0.000654401,72,0
,18.02727134,3.232131609,1.122304887,0.006605307,73,1
LTT 17123,126.5835952,3.234167826,1.177515469,0.004404376,72,0
,20.29219466,3.234749602,0.224449342,0.023983937,72,1
,18.80586208,3.237658485,0.550767734,0.095488249,56,2
Ross 695,8.939317362,3.238531149,-0.280416233,0.002127496,74,1
LTT 4689,18.2906555,3.239403814,-0.035866516,0.16594406,55,1
LP 376-62,256.4109064,3.239840146,0.413090345,0.000137978,72,0
L 104-2,120.4833111,3.245439744,-1.118174274,0.000324959,72,0
Wolf 412,238.0959381,3.249512179,0.476562152,0.136759526,63,0
San 76,238.0959381,3.248275904,0.476416708,0.000549338,75,1
,217.392071,3.254675445,-0.313839288,0.084712476,64,0
Ross 948,120.4833111,3.256420774,-0.16775523,0.005198618,72,1
,120.4833111,3.256348052,-0.16775523,0.003466405,72,0
Wolf 414,12.83352205,3.25700255,0.15196,0.002147183,73.5,1
,142.8583095,3.257729771,0.733212819,0.001224213,72,0
LTT 4731,500.0003333,3.257875215,-0.513824932,0.515211873,60,0
,153.8472372,3.258602436,-0.947481073,0.001018247,74,1
LP 130-225,21.79414426,3.259256934,0.939336203,0.00085477,72,0
LP 130-226,21.79414426,3.259256934,0.93942347,2.63E-05,75.5,1
San 85,217.392071,3.259256934,0.406196295,0.000878719,75,1
,19.88910151,3.260129599,-0.051487213,0.087085925,58,0
LTT 4740,166.6676667,3.261002263,-0.084183048,0.001513079,73.5,1
LTT 4741,166.6676667,3.261002263,-0.084183048,0.000482878,73.5,1
,21.10494848,3.26158404,-0.224856585,1.009253342,50,0
,21.10494848,3.26158404,-0.224856585,0.079422948,72,0
,14.98119901,3.267110916,0.158708607,0.025817967,71,1
,227.2734606,3.267910858,0.966825139,0.253495786,62,0
Eta Crv,18.25731172,3.270237964,-0.245742359,5.546723552,40,2
LTT 13537,243.9031224,3.272056015,0.556265521,0.00267839,72,0
Steph 1021,212.7667408,3.272201459,0.360701379,0.002728187,74,1
,13.1188852,3.275328508,-1.178533577,0.210846704,60,0
Wolf 424,4.34557704,3.276201172,0.162199265,9.81E-05,75.5,1
FL Virgo,4.34557704,3.276201172,0.162199265,7.94E-05,77,1
,18.59633029,3.278310112,0.587477826,0.963827281,60,2
Beta Canes Venatici,8.737541864,3.278455556,0.726551479,1.294212225,50,0
U300,238.0959381,3.278673722,-0.238004732,0.118019684,63,1
,14.42079507,3.283400655,0.176423699,0.004874011,73,1
LDS 413,161.2913559,3.285145985,-0.582852704,0.155582354,64,0
LTT 4788,161.2913559,3.285436873,-0.58244546,0.003907345,72,0
,12.70349818,3.286673148,-0.773995346,0.005103728,71,1
L 038-015,344.8280695,3.288854809,-1.314611081,0.041298289,72,0
LTT 4796,232.5588562,3.289218419,-0.068038752,0.002629501,73,1
,8.277856235,3.295108906,-0.877435193,0.003190638,73,1
,294.1182137,3.297508733,1.387362222,1.235960286,52,1
,16.56636234,3.29881773,-0.845757467,0.000619217,36,1
LTT 4818,71.94476276,3.299399507,-0.661799764,0.000359609,74,1
,19.81039937,3.299763117,-0.068998683,0.001330022,72,0
Wolf 433,12.48220463,3.300490338,0.208974089,0.003341015,74,1
,204.0824493,3.301581168,-1.33389697,0.087085925,65,0
,208.3341333,3.30165389,0.825802536,0.005246722,72,0
,212.7667408,3.304199162,0.450120414,0.000469717,72,0
L 399-068,123.4581401,3.307980709,-0.745139235,0.001659066,73.5,1
,15.00362619,3.309944204,0.273260383,0.12822013,64,1
Gamma Virgo,10.14818097,3.31227131,-0.014398966,3.698519236,40,0
,10.14818097,3.31227131,-0.014398966,3.499666849,40,0
LTT 4846,175.4395465,3.312853086,-1.232958761,0.001066238,72,0
,227.2734606,3.312925808,0.846775575,0.00972526,72,0
LP 171-46,227.2734606,3.312998531,0.846775575,0.000549338,72,0
,227.2734606,3.313725751,0.977355292,0.216754142,63,0
LP 20-375,196.0792814,3.32041618,1.364091166,0.000151291,72,0
San 128,185.1860852,3.3211434,0.442964564,0.001958245,74,1
,15.85838209,3.324779503,0.908182076,0.33417706,63,0
,15.75861981,3.327615663,0.690277719,0.90364498,50,0
,217.392071,3.331542654,0.928427896,0.000704442,72,0
LTT 4887,212.7667408,3.333215261,-0.18256144,0.704680962,55,0
,192.308559,3.336269587,-0.047152979,0.002883204,73,1
,163.9354429,3.336851364,0.818617597,0.004611958,72.5,1
,270.2708869,3.337505862,0.549604181,0.073780982,64,0
Wolf 437,8.669815778,3.340051134,0.175085613,0.00183597,74,1
LTT 4898,208.3341333,3.3402693,-0.40951242,0.092885803,64,1
LTT 4899,208.3341333,3.340196578,-0.409570598,0.036301896,67,1
,243.9031224,3.341578297,0.829118661,0.001802459,72,0
,200.0008333,3.341869185,-0.253974495,0.233329138,62,0
,185.1860852,3.342669128,1.022995652,0.000178573,72,0
,166.6676667,3.343832681,0.438310353,0.724424497,57,0
,277.7783778,3.344414457,1.057524083,3.076266491,46,0
,8.625249198,3.346959729,1.158607735,0.002804625,73,1
Wolf 439,25.19553476,3.346959729,0.170111424,0.003161384,73.5,1
LTT 13668,384.6158179,3.347541505,0.025685429,0.704680962,58,0
,151.5162515,3.350450387,0.966417896,0.002376135,34,1
,24.88232315,3.350741276,0.961240086,4.02E-05,72,0
LTT 13673,500.0003333,3.351395774,1.247212283,0.201356584,68,1
,250.0006667,3.351686662,0.474700468,0.001201868,72,0
,12.04755551,3.351759384,0.008552113,0.050575057,70.5,1
,250.0006667,3.355177321,0.39051742,0.003530853,74,1
,250.0006667,3.355540931,0.390750131,0.001056462,73,1
LTT 13690,322.5811618,3.361649583,0.59355739,0.154155896,61,0
LTT 4922,277.7783778,3.362449526,-0.047443867,2.421134129,45,0
,18.4933081,3.362667692,-0.66485409,6.026127114,37,2
LTT 4935,23.37162084,3.369285399,-0.73516177,2.187845701,51,0
Ross 970,370.3708204,3.370085341,-0.103585291,0.080899604,65,1
,370.3708204,3.370012619,-0.103643469,0.000181893,72,0
,20.25115066,3.375830384,0.893695843,0.000619217,72,0
,16.21774333,3.38208448,-0.240971792,0.051515364,64,0
BF Canes Venatici,21.10494848,3.382957145,0.619533707,0.020697474,70,0
,21.10494848,3.382884423,0.619475529,0.002031739,74,1
,238.0959381,3.387974966,-0.147189434,0.465568623,60,0
,238.0959381,3.387974966,-0.147189434,0.00501057,72,0
LP 556-64,192.308559,3.389938462,0.139655429,0.000125837,72,0
Ross 972,163.9354429,3.392483734,-0.080954188,0.002187104,73.5,1
Wolf 457,15.66010734,3.39306551,0.065595291,0.000102755,72,0
,16.84492091,3.393574564,-0.027314403,0.030194329,70.5,1
Wolf 461,8.163825207,3.395029005,0.103876179,0.000251086,75,1
,181.8190985,3.395828948,-1.066018018,0.012020036,72,1
DT Virgo,11.138468,3.396047114,0.220696884,0.013549033,71.5,1
,238.0959381,3.408118975,-0.343568063,1.527597828,47,0
,238.0959381,3.408118975,-0.343568063,1.380406108,72,0
,20.29219466,3.412409576,-0.904720507,0.08549635,69,0
,169.4925088,3.417354675,0.652840407,0.005150954,74,1
,232.5588562,3.41859095,0.868068592,0.089525871,68,1
,17.16237918,3.420045391,0.366431876,0.042848226,70,1
,17.16237918,3.420045391,0.366431876,0.000288288,72,0
FS Com,22.99575735,3.420627168,0.39938951,2.630392859,75,2
,250.0006667,3.421208944,-1.343176304,0.152742518,63,0
San 214,166.6676667,3.422590663,0.543379174,0.000151291,72,0
San 215,64.10516418,3.423463328,0.367973584,0.000331001,72,0
,238.0959381,3.426299488,0.605076563,0.090354285,68,1
,217.392071,3.429353814,0.300865674,0.007868586,70,1
LFT 969,21.93742641,3.430953699,0.095702221,0.794319257,55,2
,250.0006667,3.431317309,0.29036461,0.003466405,72,0
,161.2913559,3.431535476,-0.665464955,0.001659066,73.5,1
Steph 1049,192.308559,3.432844473,0.861261808,0.012356809,70,1
,13.1188852,3.433935303,-0.350433025,0.17059343,56,0
,158.7312087,3.43488069,0.510566984,0.000465411,75,1
,19.35097912,3.436335131,0.310552252,3.311505842,45,0
,19.35097912,3.436335131,0.310552252,2.77985277,45,0
RS Canes Venatici,21.32978029,3.439607623,0.631809189,0.218759843,45,2
,200.0008333,3.44266195,0.503236601,0.000151291,72,0
,17.52265514,3.44375278,-0.636376134,3.076266491,53,0
,243.9031224,3.444407279,0.446949733,0.00026292,72,0
Beta Com,8.367245559,3.444989055,0.490990207,1.202275306,50,0
,18.35771034,3.446952551,1.488940385,0.000116898,72,0
LTT 13822,23.87333321,3.447316161,1.293638042,0.087085925,52,1
,188.6801286,3.447752493,-0.034906585,0.293747301,60,1
,14.80417208,3.447825215,-0.816755912,2.88E-05,72,0
,178.5723619,3.450006877,0.35697801,0.001721331,72,0
,19.16579089,3.451970372,-0.997688378,3.435787624,47,2
,19.81039937,3.453279369,0.993877743,0.218759843,62,2
,277.7783778,3.453861146,0.994372253,1.247397049,51,1
LTT 18300,217.392071,3.45400659,0.072663875,0.001674417,72,0
,232.5588562,3.458515357,-1.241510875,0.002830577,72,0
,21.32978029,3.461278795,-0.319773408,3.162456379,61,2
,15.93403836,3.465496674,0.491019296,0.001096111,72,0
,13.48946356,3.465787562,0.169035138,1.318274619,50,0
,11.91877344,3.46607845,0.301651072,0.285741484,61,0
,11.91877344,3.46607845,0.301651072,0.01819343,71,0
,227.2734606,3.466514783,0.408988821,0.009460207,72,1
,147.0599569,3.47102355,0.043604142,0.001224213,72,0
,217.392071,3.471823492,0.63820873,0.012586551,72,1
,8.939317362,3.472259825,-0.313577489,0.879016953,56,0
,185.1860852,3.475605039,0.588205047,0.16594406,61,0
,526.3161061,3.476477704,1.483791664,2.964989566,47,1
,12.52897115,3.478586643,0.617555667,0.021474256,71.5,1
,12.52897115,3.478586643,0.617555667,0.001976366,73,1
,175.4395465,3.478804809,-0.608538133,0.001994653,73.5,1
Ross 1007,19.7712817,3.47916842,0.586605162,0.019227188,72,1
ADS 8862,9.725925802,3.480186528,0.838456173,0.021873512,71.5,1
,9.725925802,3.480186528,0.838456173,0.009547746,72,0
Iota Centauri,16.51175449,3.480986471,-0.620493638,18.88263663,32,0
,163.9354429,3.484695296,0.60292399,0.013179766,71,1
LTT 13881,227.2734606,3.486658791,0.07030768,0.007941397,72,0
LFT 999,13.8051942,3.493276498,0.431765368,0.001116491,73.5,1
LTT 5161,126.5835952,3.494658217,-0.425016762,0.000963501,72,0
LTT 13889,204.0824493,3.495458159,0.052039901,0.544486405,55,0
LTT 13890,204.0824493,3.495603604,0.052068989,0.413029575,55,0
,344.8280695,3.495530881,-0.213279235,0.01994879,67,1
ADS 8887,18.80586208,3.496039936,0.514784863,0.047855869,70,1
,18.80586208,3.496039936,0.514784863,0.038012838,66,1
,204.0824493,3.4969126,1.015199848,0.045701897,70,0
BS 5054,24.16149075,3.49902154,0.963189037,63.6925379,31,1
BS 5055,24.16149075,3.499094262,0.96310177,13.30623455,31,1
,140.8462538,3.504039362,-0.486714151,0.006605307,72.5,1
,24.39707858,3.504766582,0.964265323,12.94358516,35,0
,303.030853,3.507820908,-0.418297244,0.260598153,63,0
,161.2913559,3.509348071,1.108574963,0.570148548,56,1
LTT 5190,166.6676667,3.510511624,-0.507599924,0.000870662,74,1
,17.46156064,3.511529733,-0.249320284,3.34214834,61,2
Ross 486,11.94715234,3.515820334,-0.033277611,0.003663367,74,1
,11.94715234,3.515820334,-0.033277611,0.00041289,74,1
BS 5072,89.28758098,3.516765721,0.245131493,0.704680962,52.5,0
L 1194-026,19.31365534,3.520619989,0.204465322,0.004569673,75,1
,217.392071,3.522874373,-0.876242551,0.002398123,72,0
,7.23297399,3.523165261,0.185877565,0.010861845,71,0
Ross 476,14.84803454,3.523310705,-0.131888714,0.000383559,74,1
Wolf 485A,16.24403745,3.524110648,-0.134215819,0.002728187,35,1
,14.48330311,3.526146865,0.339175651,0.00023325,72,0
LTT 5229,212.7667408,3.530510189,-0.03380121,0.448727739,59,0
,79.3671794,3.53196463,0.515453906,0.000911698,74,1
LTT 13935,200.0008333,3.532037352,0.412683102,0.004363994,72,0
,20.71198594,3.532910016,0.547858852,0.013424809,70,0
,20.71198594,3.532910016,0.547858852,0.011479019,72,0
,15.88352074,3.535600732,0.297927703,0.003434623,73.5,1
,15.88352074,3.535600732,0.297927703,0.002629501,73.5,1
,18.98411825,3.539018669,0.154316195,0.201356584,60,1
LFT 1020,285.714869,3.541273052,-0.651938653,0.862972305,54,0
LP 855-34,178.5723619,3.541563941,-0.451865743,0.000724179,72,0
Wolf 1487,175.4395465,3.542218439,0.085957466,0.027537431,70.5,1
LTT 13949,285.714869,3.542436605,1.313563884,0.055454698,67,1
EQ Virgo,192.308559,3.543527436,-0.13814281,0.060805142,65,1
LTT 5252,27.10642198,3.543745602,0.005934119,28.58060854,33,0
LP 379-62,238.0959381,3.544836433,0.356948921,0.00152708,72,0
U324,208.3341333,3.546727206,0.002385283,0.029102118,67,0
LTT 13958,322.5811618,3.55181775,1.304720882,0.109635923,65,1
LP 21-568,322.5811618,3.55181775,1.304720882,0.003697265,72,0
Wolf 489,8.20370826,3.552690414,0.068940505,8.01E-05,72,0
,370.3708204,3.553853967,0.140091761,0.11693762,64,1
Ross 1021,238.0959381,3.554144856,0.40532363,0.004245057,72,0
,21.14953444,3.555744741,0.529503806,0.072434262,58,0
,21.14953444,3.555890185,0.529532895,0.023983937,72,0
,9.830546619,3.557053738,0.62785311,0.020319684,71,1
ADS 8980,227.2734606,3.559671731,0.844623003,0.038364584,70.5,1
,227.2734606,3.559671731,0.844623003,0.01819343,72,0
,227.2734606,3.558871789,0.844623003,0.000737643,72,0
Ross 1022,200.0008333,3.561853393,0.455210958,0.003161384,73,1
Ross 488,188.6801286,3.561926115,-0.034761141,0.004569673,73,1
,12.07655393,3.566289438,0.810414549,0.010277853,72,1
,13.86245617,3.567234825,-0.035953783,0.024429854,67,1
Ross 1026,16.11341424,3.569780097,0.768323026,0.001769558,73,1
LTT 5300,166.6676667,3.569925541,-0.589746754,0.390822872,61,0
USNO 735,22.18046745,3.570143707,0.828478707,0.000324959,72,0
,263.1585281,3.57094365,0.88613275,1.770158577,47,0
,263.1585281,3.571089094,0.886074572,0.039439471,72,0
USNO 736,22.32889699,3.573561643,0.528543875,0.000201288,72,0
LTT 18344,232.5588562,3.574070698,0.263108385,0.006605307,72,0
,208.3341333,3.575161529,0.002239839,0.047855869,70,0
LP 798-25,121.9525862,3.575743305,-0.248651241,0.000501,72,0
,222.2229722,3.577415912,-0.009919288,0.083166224,67,0
Ross 1015,106.3845454,3.580033906,0.585587053,0.001659066,73,1
LTT 18350,196.0792814,3.580324794,0.162781042,0.001940291,72,0
L 258-146,13.86245617,3.584906284,-0.910189205,0.001674417,72,0
,22.32889699,3.588833274,-0.063384541,0.026541327,71,1
Ross 492,24.33775159,3.589196885,0.906436747,0.006024084,73,1
Wolf 497,12.57609055,3.589487773,0.315235552,0.01659253,71,1
,21.2844311,3.590287715,-0.544688171,8.017599813,43,2
LTT 5346,104.1682667,3.591669434,-0.284314135,0.001659066,73.5,1
,5.465570839,3.591887601,0.264621003,0.010663584,74,0
LTT 14019,238.0959381,3.59646909,0.999288263,0.00235435,33,1
,144.9286862,3.59894164,-0.555334679,0.04874562,65,0
,144.9286862,3.599014362,-0.555334679,0.041298289,72,0
Tau Bootes,135.1363685,3.599232528,0.309010544,2.512,47,0
,135.1363685,3.599232528,0.309010544,0.006605307,72,1
,19.88910151,3.59966886,0.185208522,0.000319028,37,1
,12.00431896,3.603959461,0.41643556,9.29E-05,74,1
,12.00431896,3.603232241,0.415853783,6.85E-05,72,0
LTT 5358,294.1182137,3.604250349,-0.602953079,1.770158577,53,2
LTT 5359,294.1182137,3.604250349,-0.602953079,0.066060533,64,1
Wolf 1494,163.9354429,3.60534118,0.075950911,0.000428385,72,0
Wolf 1495,147.0599569,3.606141123,0.053116187,0.006308005,72,1
ADS 9031,11.76507664,3.607522842,0.475224066,0.108630725,64,0
,11.76507664,3.607522842,0.475224066,0.073780982,66,1
,12.98302753,3.608831839,-0.351567489,0.078694759,66,0
,208.3341333,3.612686108,-0.358868783,0.003075224,72.5,1
,200.0008333,3.613049718,-0.920050315,0.002398123,72,0
,163.9354429,3.615376823,-0.41643556,0.619426512,55,0
Ross 1019,175.4395465,3.6159586,0.645480935,0.000928648,73.5,1
,166.6676667,3.61915837,-0.860883654,0.270378478,61,0
,13.17056994,3.620249201,0.469202681,0.007045217,72,0
LTT 14050,14.58869909,3.62163092,0.876126196,0.051043045,70,1
Wolf 515,161.2913559,3.62235814,0.256039801,0.005056934,72,1
,208.3341333,3.624176192,-0.156614212,0.000544302,36,1
,14.09634734,3.626066965,0.230325284,0.020697474,70,1
LTT 14056,238.0959381,3.628030461,1.149735645,0.009118006,71.5,1
LP 66-274,156.2510667,3.628394071,1.170592329,0.000114764,72,0
LTT 5419,140.8462538,3.631157509,-0.473944158,0.025114322,67,0
Eta Bootes,9.568570719,3.631593841,0.325474817,6.730396415,50,2
,114.9439787,3.635666276,-0.934507459,0.457070624,58,0
L 259-140,114.9439787,3.635666276,-0.934914703,0.000346601,72,0
LP 912-32,188.6801286,3.636975273,-0.456956287,0.000239785,72,0
,204.0824493,3.639084212,1.380468172,0.020697474,71,1
,416.6670667,3.646501862,-0.562810506,0.816574249,55,0
Ross 837,131.580214,3.646938194,0.223605766,0.001819137,73,1
LTT 14085,256.4109064,3.648538079,0.002937971,0.001367286,72,0
,208.3341333,3.6492653,-0.395927941,0.000401637,72,0
,89.28758098,3.649701632,-0.321315115,0.000456916,62,1
,217.392071,3.65210146,0.403374679,0.100913927,70,1
,10.53111385,3.658719167,-0.027547113,0.012703018,71,1
,294.1182137,3.663300656,0.274627558,0.023983937,70.5,1
,294.1182137,3.663300656,0.274627558,0.01994879,72,0
,196.0792814,3.66380971,-0.335714082,0.001819137,73.5,1
,181.8190985,3.664755097,0.243153454,0.015845708,70.5,1
,238.0959381,3.665118707,-0.413730299,0.006605307,70.5,1
,11.23820832,3.667518535,0.813003454,0.012586551,73,1
,11.23820832,3.667518535,0.813003454,0.011479019,73,1
,222.2229722,3.667518535,0.265551846,0.608120154,55,1
,15.2085406,3.669918363,0.192509816,0.608120154,58,0
Pi Hrdra,20.00833576,3.680535782,-0.446077068,17.22109142,62,2
Theta Centauri,17.10377099,3.681481169,-0.626136869,38.02572985,60,1
,204.0824493,3.681772057,-1.280809872,1.419081902,51,0
,26.74420227,3.686208102,0.678264036,0.000954667,72,0
LFT 1069,23.53649659,3.693334863,-1.059822099,0.064854734,59,0
,22.47932849,3.693843918,-0.511526915,0.008315682,70,1
,24.94434045,3.700607069,0.442062811,6.607546862,48,2
,20.71198594,3.701188845,1.327904673,0.008707608,71,1
LTT 5553,232.5588562,3.704824948,-0.202894526,0.316209895,61,0
,17.19183442,3.705334002,1.410924167,0.018703168,71,1
,25.19553476,3.707297497,0.00616683,0.0035965,73.5,1
LP 619-50,25.19553476,3.707370219,0.006225008,2.19E-06,72,0
,21.42106155,3.708388328,-0.470773477,3.80214321,62,2
LTT 5565,196.0792814,3.709551881,-0.050934525,0.515211873,61,1
Ross 845,116.2805031,3.710715434,-0.178256294,0.000337155,75.5,1
LTT 5574,192.308559,3.712678929,-0.092037029,0.027792244,70,1
LTT 5580,250.0006667,3.715951422,-0.259675904,0.037664317,64,0
LTT 5581,250.0006667,3.715660533,-0.259734082,0.001418601,72,0
LTT 14171,15.90873937,3.71660592,0.531423668,0.134263262,64,1
LTT 14173,238.0959381,3.718205805,0.413613944,0.001958245,72,0
,208.3341333,3.719587524,-0.754564013,1.127204081,54,0
LTT 14175,232.5588562,3.719878412,0.185848477,0.005494005,72,1
,13.93955047,3.722205518,0.085521133,0.00032198,72,0
Ross 992,16.32343485,3.723587237,0.789790575,0.005494005,72.5,1
Alpha Bootes,10.98012704,3.723587237,0.339321095,114.8420987,62,2
LTT 5603,21.4669961,3.723587237,-0.073943783,9.376650166,46,2
,270.2708869,3.728023282,0.900531716,8.017599813,37,0
,270.2708869,3.728168726,0.900706249,0.325069367,61,0
Lambda Bootes,24.51660524,3.728386893,0.808378332,11.16995552,30,1
,181.8190985,3.729114113,0.188931892,0.007110409,72,1
,86.95843844,3.730277666,0.55754543,0.000380042,72,0
,175.4395465,3.732168439,-0.116791616,0.69181846,58,0
,172.4147598,3.732532049,0.005090544,0.001994653,72,0
,192.308559,3.732750216,0.797179136,0.025581255,70,1
,9.55039427,3.732822938,-1.027329887,0.172171989,63,0
,256.4109064,3.73573182,-0.42603487,2.55870388,45,0
,256.4109064,3.73573182,-0.42603487,0.002629501,72,0
,23.93041306,3.73645904,-0.098291126,0.113750591,65,1
Wolf 534,18.4933081,3.737622593,-0.121067672,0.001293773,73,1
,24.75920986,3.738713424,0.230965238,3.80214321,41,1
,19.02017634,3.739367922,-0.053756141,0.293747301,61,0
,19.02017634,3.739367922,-0.053756141,0.000288288,74,1
Ross 848,10.99214646,3.741476862,-0.150447382,0.000724179,74,1
Steph 1145,204.0824493,3.74387669,0.685536241,0.004323983,70,1
K3 (Kui),212.7667408,3.745185687,-0.695251908,0.097263596,63,1
,169.4925088,3.746640128,0.015446164,0.001379938,73,1
,232.5588562,3.74744007,0.485521509,0.004206137,72,0
,14.48330311,3.751585227,0.521184403,0.069174027,68,0
,232.5588562,3.753839611,-0.383041593,0.000456916,72,0
,17.28081094,3.755512218,0.025743606,0.809087486,51,0
,151.5162515,3.763148033,0.159028584,0.002488125,72,0
LP 800-6,238.0959381,3.76445703,-0.348367719,0.000660456,72,0
,15.70920882,3.76729319,0.416377382,0.027034792,71,1
,15.70920882,3.767511357,0.41643556,0.021474256,72,1
Theta Bootes,123.4581401,3.767729523,0.908996563,3.162456379,47,0
,123.4581401,3.767656801,0.908647497,0.003341015,73,1
,333.3338333,3.770638405,-0.877726081,0.711201616,55,0
,172.4147598,3.773110955,0.419257175,0.000176936,72,0
,16.19153436,3.775947115,0.002676172,0.00060234,72,0
,16.19153436,3.776019837,0.002647083,0.000559552,72,0
,227.2734606,3.776019837,-1.411680477,0.001418601,36,1
,400.0004167,3.776528891,0.419984396,0.059695269,70,1
Phi Virgo,22.42895972,3.776965223,-0.034819319,5.105458544,52,2
,22.42895972,3.776965223,-0.034819319,0.114803164,54,0
,208.3341333,3.778855997,-0.798691755,0.027284954,65,1
Proxima Centauri,1.433843159,3.78001955,-1.073930178,5.54E-05,75,1
LP 271-25,10.54216581,3.781328546,0.583114503,1.22E-06,79,1
,217.392071,3.781328546,0.215431807,0.183638557,55,1
USNO 738,22.22972399,3.781546713,0.805120384,6.85E-05,75.5,1
,17.58417936,3.783801096,0.274656647,0.014318894,72.5,1
L 260-093,163.9354429,3.785182815,-0.909723784,0.005198618,72,0
LTT 14271,169.4925088,3.785837314,0.733387352,0.724424497,55,0
,200.0008333,3.786637256,0.520020851,0.000478451,72,0
,15.13961533,3.788237141,-0.132266868,0.034667964,67,0
,114.9439787,3.788818918,-0.208246869,0.001994653,73,1
,434.782992,3.789837027,-0.25458536,0.731127845,55,0
,227.2734606,3.790418803,0.622588033,0.148579658,65,1
LP 98-79,9.697780235,3.793254963,1.046092176,5.75E-06,76.5,1
LP 440-38,149.254848,3.795218458,0.283354204,0.000697983,72,0
Wo 9485,24.1033036,3.795218458,0.201934594,0.067288751,65,1
LTT 14280,20.9723127,3.796163845,0.1046034,0.021277369,70,1
LP 174-355,196.0792814,3.798418229,0.870453876,0.001659066,72,0
LTT 5754,344.8280695,3.800018114,-0.144716884,0.063087177,64,1
,185.1860852,3.800818056,1.414269382,0.515211873,55,1
,6.315886545,3.802999718,-0.20402899,0.001027669,73,1
,14.33828751,3.804163271,0.927177076,0.229070194,63,0
Sigma Bootes,15.61131248,3.806999431,0.522929733,3.467580143,42,0
,25.77966368,3.808817482,0.592742903,0.08549635,70.5,1
,256.4109064,3.811508198,-1.156949672,2.187845701,48,0
LTT 14312,149.254848,3.81158092,0.173951149,0.194072969,60,1
LP 98-132,140.8462538,3.819653068,1.022297521,0.003466405,72,0
,21.93742641,3.82183473,0.323147711,1.819754336,62,1
Alpha Centauri,1.468629924,3.823071004,-1.036201977,1.541733213,52,0
,1.468629924,3.823071004,-1.036201977,0.452879971,60,0
,222.2229722,3.824961778,-1.275399351,0.870957683,55,0
,384.6158179,3.83070682,1.125853723,1.247397049,50,1
Alpha Cir,18.45922093,3.832888481,-1.103775308,15.70575104,40,0
,18.45922093,3.832888481,-1.103775308,0.121326323,65,0
,18.73549472,3.840887907,0.343684419,0.038719584,65,1
,18.73549472,3.840887907,0.343684419,0.031617416,72,0
,18.73549472,3.840378853,0.34414984,0.028308966,65,1
LTT 5845,21.98560714,3.841542406,-0.079557925,11.8046366,42,2
,19.02017634,3.844742176,0.470569855,0.041680437,60,1
LTT 14363,120.4833111,3.846123895,1.156600606,0.005859903,73,1
LTT 5855,250.0006667,3.847287448,-0.383303393,0.101847719,62,1
LP 858-23,250.0006667,3.847651058,-0.383448837,0.000165888,72,0
,23.15534972,3.852377991,0.299760299,6.730396415,60,2
BS 5497,322.5811618,3.853250656,-0.432288967,8.242234458,42,2
,322.5811618,3.853323378,-0.432259878,1.258939641,49,1
,15.2085406,3.857395813,0.291789962,0.040172742,65,0
LP 801-9,144.9286862,3.860159251,-0.288124771,4.70E-05,72,0
LTT 14377,222.2229722,3.860450139,0.050847259,0.331113157,58,0
,19.81039937,3.863068133,-0.018180513,0.001659066,72,0
,212.7667408,3.866122459,0.675035177,0.051515364,72,1
LTT 5883,208.3341333,3.868958619,-0.420682527,0.008163897,73,1
LTT 5884,208.3341333,3.868813175,-0.42062435,0.005647934,73,1
,322.5811618,3.874267329,0.122551202,0.210846704,62,0
,20.58423392,3.874267329,-0.248011287,3.221253745,45,2
,14.35882555,3.874776384,0.420915238,0.816574249,52,0
,18.66565275,3.875067272,-0.247225889,23.99207117,33,2
LTT 14397,232.5588562,3.877321655,0.173282106,0.515211873,55,1
